,,WTS-12,WP12-12,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, m"
5/20/2014,3:00:00,2.021,4.102,1016.75,3.334
5/20/2014,4:00:00,2.021,4.102,1016.65,3.334
5/20/2014,5:00:00,2.021,4.102,1016.65,3.335
5/20/2014,6:00:00,2.021,4.102,1016.85,3.335
5/20/2014,7:00:00,2.021,4.102,1016.95,3.335
5/20/2014,8:00:00,2.021,4.102,1017.25,3.335
5/20/2014,9:00:00,2.047,4.102,1017.35,3.336
5/20/2014,10:00:00,2.021,4.102,1017.85,3.334
5/20/2014,11:00:00,2.021,4.102,1018.35,3.334
5/20/2014,12:00:00,2.047,4.102,1018.95,3.334
5/20/2014,13:00:00,2.047,4.102,1019.65,3.333
5/20/2014,14:00:00,2.074,4.102,1020.25,3.334
5/20/2014,15:00:00,2.101,4.102,1020.65,3.331
5/20/2014,16:00:00,2.155,4.102,1021.05,3.334
5/20/2014,17:00:00,2.128,4.102,1021.55,3.332
5/20/2014,18:00:00,2.128,4.207,1022.05,3.333
5/20/2014,19:00:00,2.074,4.207,1022.15,3.332
5/20/2014,20:00:00,2.074,4.207,1022.55,3.333
5/20/2014,21:00:00,2.074,4.207,1022.75,3.333
5/20/2014,22:00:00,2.047,4.207,1022.95,3.332
5/20/2014,23:00:00,2.047,4.207,1023.05,3.333
5/21/2014,0:00:00,2.047,4.207,1023.25,3.334
5/21/2014,1:00:00,2.021,4.207,1023.55,3.333
5/21/2014,2:00:00,2.047,4.207,1023.55,3.333
5/21/2014,3:00:00,2.047,4.207,1023.45,3.334
5/21/2014,4:00:00,2.047,4.207,1023.45,3.332
5/21/2014,5:00:00,2.047,4.207,1023.15,3.335
5/21/2014,6:00:00,2.021,4.207,1022.85,3.337
5/21/2014,7:00:00,2.047,4.207,1022.55,3.338
5/21/2014,8:00:00,2.047,4.207,1022.35,3.338
5/21/2014,9:00:00,2.047,4.207,1022.05,3.34
5/21/2014,10:00:00,2.047,4.207,1021.75,3.344
5/21/2014,11:00:00,2.047,4.207,1021.45,3.344
5/21/2014,12:00:00,2.074,4.207,1021.25,3.348
5/21/2014,13:00:00,2.074,4.207,1020.65,3.341
5/21/2014,14:00:00,2.074,4.207,1020.15,3.337
5/21/2014,15:00:00,2.074,4.207,1020.05,3.336
5/21/2014,16:00:00,2.074,4.207,1020.15,3.337
5/21/2014,17:00:00,2.101,4.207,1020.15,3.334
5/21/2014,18:00:00,2.074,4.207,1020.25,3.333
5/21/2014,19:00:00,2.074,4.207,1020.35,3.332
5/21/2014,20:00:00,2.047,4.207,1020.35,3.332
5/21/2014,21:00:00,2.047,4.207,1020.45,3.33
5/21/2014,22:00:00,2.047,4.207,1020.45,3.33
5/21/2014,23:00:00,2.021,4.207,1020.45,3.33
5/22/2014,0:00:00,2.021,4.207,1020.45,3.329
5/22/2014,1:00:00,1.994,4.207,1020.65,3.328
5/22/2014,2:00:00,1.994,4.207,1020.55,3.329
5/22/2014,3:00:00,1.967,4.207,1020.55,3.331
5/22/2014,4:00:00,1.994,4.207,1020.25,3.333
5/22/2014,5:00:00,1.967,4.207,1019.95,3.331
5/22/2014,6:00:00,1.94,4.207,1019.85,3.332
5/22/2014,7:00:00,1.967,4.207,1019.85,3.332
5/22/2014,8:00:00,1.94,4.207,1019.65,3.331
5/22/2014,9:00:00,1.994,4.207,1019.15,3.331
5/22/2014,10:00:00,1.94,4.207,1018.85,3.332
5/22/2014,11:00:00,1.913,4.207,1018.55,3.331
5/22/2014,12:00:00,1.94,4.207,1018.35,3.331
5/22/2014,13:00:00,1.967,4.207,1017.95,3.33
5/22/2014,14:00:00,1.967,4.207,1017.65,3.33
5/22/2014,15:00:00,1.967,4.207,1017.05,3.33
5/22/2014,16:00:00,1.967,4.207,1016.55,3.33
5/22/2014,17:00:00,1.967,4.207,1016.25,3.332
5/22/2014,18:00:00,1.94,4.207,1015.95,3.328
5/22/2014,19:00:00,1.94,4.207,1015.65,3.33
5/22/2014,20:00:00,1.94,4.207,1015.35,3.33
5/22/2014,21:00:00,1.94,4.207,1015.55,3.329
5/22/2014,22:00:00,1.913,4.207,1015.45,3.33
5/22/2014,23:00:00,1.913,4.207,1015.45,3.329
5/23/2014,0:00:00,1.913,4.207,1015.65,3.327
5/23/2014,1:00:00,1.913,4.207,1015.65,3.328
5/23/2014,2:00:00,1.886,4.207,1015.65,3.328
5/23/2014,3:00:00,1.886,4.207,1015.75,3.327
5/23/2014,4:00:00,1.886,4.207,1015.95,3.33
5/23/2014,5:00:00,1.859,4.207,1015.95,3.327
5/23/2014,6:00:00,1.886,4.207,1016.05,3.329
5/23/2014,7:00:00,1.886,4.207,1016.05,3.329
5/23/2014,8:00:00,1.886,4.207,1016.25,3.328
5/23/2014,9:00:00,1.886,4.207,1016.25,3.328
5/23/2014,10:00:00,1.886,4.207,1016.35,3.327
5/23/2014,11:00:00,1.886,4.207,1016.35,3.329
5/23/2014,12:00:00,1.913,4.207,1016.55,3.33
5/23/2014,13:00:00,1.94,4.207,1016.65,3.328
5/23/2014,14:00:00,1.94,4.207,1016.85,3.325
5/23/2014,15:00:00,1.967,4.207,1016.75,3.327
5/23/2014,16:00:00,1.967,4.207,1016.55,3.327
5/23/2014,17:00:00,1.94,4.207,1016.45,3.328
5/23/2014,18:00:00,1.94,4.311,1016.25,3.327
5/23/2014,19:00:00,1.94,4.311,1016.25,3.327
5/23/2014,20:00:00,1.967,4.311,1016.25,3.327
5/23/2014,21:00:00,1.94,4.311,1016.05,3.328
5/23/2014,22:00:00,1.94,4.311,1015.85,3.325
5/23/2014,23:00:00,1.94,4.311,1015.85,3.326
5/24/2014,0:00:00,1.94,4.311,1015.75,3.326
5/24/2014,1:00:00,1.913,4.311,1015.45,3.324
5/24/2014,2:00:00,1.913,4.311,1015.05,3.323
5/24/2014,3:00:00,1.913,4.311,1014.65,3.326
5/24/2014,4:00:00,1.913,4.311,1014.25,3.325
5/24/2014,5:00:00,1.886,4.311,1013.75,3.324
5/24/2014,6:00:00,1.886,4.311,1013.25,3.323
5/24/2014,7:00:00,1.886,4.311,1012.65,3.324
5/24/2014,8:00:00,1.913,4.311,1012.35,3.322
5/24/2014,9:00:00,1.913,4.311,1011.75,3.322
5/24/2014,10:00:00,1.913,4.311,1011.35,3.319
5/24/2014,11:00:00,1.94,4.311,1010.65,3.322
5/24/2014,12:00:00,1.94,4.311,1010.05,3.322
5/24/2014,13:00:00,1.94,4.311,1009.35,3.322
5/24/2014,14:00:00,1.967,4.311,1008.65,3.323
5/24/2014,15:00:00,1.967,4.311,1008.35,3.321
5/24/2014,16:00:00,2.021,4.311,1007.75,3.319
5/24/2014,17:00:00,2.021,4.311,1006.85,3.319
5/24/2014,18:00:00,2.021,4.311,1006.15,3.32
5/24/2014,19:00:00,1.994,4.311,1005.45,3.317
5/24/2014,20:00:00,1.994,4.311,1004.85,3.317
5/24/2014,21:00:00,1.994,4.311,1004.35,3.317
5/24/2014,22:00:00,1.967,4.311,1003.85,3.321
5/24/2014,23:00:00,1.94,4.311,1003.45,3.32
5/25/2014,0:00:00,1.94,4.311,1003.25,3.32
5/25/2014,1:00:00,1.94,4.311,1003.15,3.321
5/25/2014,2:00:00,1.94,4.311,1003.25,3.322
5/25/2014,3:00:00,1.94,4.311,1003.55,3.322
5/25/2014,4:00:00,1.94,4.311,1004.05,3.322
5/25/2014,5:00:00,1.94,4.311,1004.55,3.32
5/25/2014,6:00:00,1.913,4.311,1004.95,3.317
5/25/2014,7:00:00,1.913,4.311,1005.45,3.319
5/25/2014,8:00:00,1.913,4.311,1005.75,3.317
5/25/2014,9:00:00,1.94,4.311,1006.15,3.318
5/25/2014,10:00:00,1.967,4.311,1006.65,3.318
5/25/2014,11:00:00,1.967,4.311,1006.95,3.318
5/25/2014,12:00:00,1.967,4.311,1007.35,3.317
5/25/2014,13:00:00,1.994,4.311,1007.65,3.315
5/25/2014,14:00:00,2.021,4.311,1007.95,3.314
5/25/2014,15:00:00,2.047,4.311,1008.15,3.314
5/25/2014,16:00:00,2.047,4.311,1008.15,3.315
5/25/2014,17:00:00,2.021,4.311,1008.05,3.316
5/25/2014,18:00:00,2.021,4.311,1007.85,3.315
5/25/2014,19:00:00,1.994,4.311,1007.65,3.315
5/25/2014,20:00:00,1.994,4.311,1007.35,3.319
5/25/2014,21:00:00,1.994,4.311,1007.25,3.315
5/25/2014,22:00:00,1.967,4.311,1007.05,3.318
5/25/2014,23:00:00,1.967,4.311,1006.85,3.319
5/26/2014,0:00:00,1.94,4.311,1006.65,3.316
5/26/2014,1:00:00,1.94,4.311,1006.35,3.319
5/26/2014,2:00:00,1.913,4.311,1006.15,3.318
5/26/2014,3:00:00,1.913,4.311,1006.05,3.319
5/26/2014,4:00:00,1.913,4.311,1005.95,3.32
5/26/2014,5:00:00,1.886,4.311,1006.15,3.32
5/26/2014,6:00:00,1.913,4.311,1006.25,3.32
5/26/2014,7:00:00,1.886,4.311,1006.45,3.32
5/26/2014,8:00:00,1.913,4.311,1006.85,3.32
5/26/2014,9:00:00,1.913,4.311,1007.35,3.319
5/26/2014,10:00:00,1.913,4.311,1007.85,3.32
5/26/2014,11:00:00,1.94,4.311,1008.45,3.319
5/26/2014,12:00:00,1.967,4.311,1009.25,3.315
5/26/2014,13:00:00,2.021,4.415,1009.65,3.316
5/26/2014,14:00:00,1.994,4.415,1010.05,3.317
5/26/2014,15:00:00,1.994,4.415,1010.45,3.318
5/26/2014,16:00:00,1.994,4.415,1010.75,3.316
5/26/2014,17:00:00,1.994,4.415,1011.15,3.315
5/26/2014,18:00:00,1.994,4.415,1011.75,3.316
5/26/2014,19:00:00,1.994,4.415,1011.85,3.315
5/26/2014,20:00:00,1.94,4.415,1011.85,3.315
5/26/2014,21:00:00,1.913,4.415,1011.95,3.315
5/26/2014,22:00:00,1.886,4.415,1011.95,3.315
5/26/2014,23:00:00,1.886,4.415,1012.15,3.316
5/27/2014,0:00:00,1.913,4.415,1012.15,3.315
5/27/2014,1:00:00,1.886,4.415,1011.95,3.317
5/27/2014,2:00:00,1.886,4.415,1011.85,3.316
5/27/2014,3:00:00,1.859,4.415,1011.45,3.319
5/27/2014,4:00:00,1.832,4.415,1011.35,3.32
5/27/2014,5:00:00,1.832,4.415,1011.15,3.322
5/27/2014,6:00:00,1.832,4.415,1010.65,3.324
5/27/2014,7:00:00,1.832,4.415,1010.55,3.325
5/27/2014,8:00:00,1.832,4.415,1010.55,3.323
5/27/2014,9:00:00,1.832,4.415,1010.55,3.323
5/27/2014,10:00:00,1.859,4.415,1010.45,3.324
5/27/2014,11:00:00,1.886,4.415,1010.45,3.324
5/27/2014,12:00:00,1.886,4.415,1010.45,3.326
5/27/2014,13:00:00,1.886,4.415,1010.65,3.324
5/27/2014,14:00:00,1.859,4.415,1010.85,3.323
5/27/2014,15:00:00,1.913,4.415,1011.05,3.323
5/27/2014,16:00:00,1.913,4.415,1011.35,3.32
5/27/2014,17:00:00,1.886,4.415,1011.45,3.322
5/27/2014,18:00:00,1.859,4.415,1011.75,3.322
5/27/2014,19:00:00,1.859,4.415,1011.95,3.318
5/27/2014,20:00:00,1.859,4.415,1012.05,3.321
5/27/2014,21:00:00,1.859,4.415,1012.15,3.321
5/27/2014,22:00:00,1.832,4.415,1012.55,3.319
5/27/2014,23:00:00,1.832,4.415,1012.75,3.318
5/28/2014,0:00:00,1.805,4.415,1012.65,3.318
5/28/2014,1:00:00,1.778,4.415,1012.75,3.318
5/28/2014,2:00:00,1.778,4.415,1012.75,3.318
5/28/2014,3:00:00,1.778,4.415,1012.65,3.321
5/28/2014,4:00:00,1.778,4.415,1012.65,3.321
5/28/2014,5:00:00,1.778,4.415,1012.45,3.323
5/28/2014,6:00:00,1.751,4.415,1012.35,3.324
5/28/2014,7:00:00,1.751,4.415,1012.35,3.324
5/28/2014,8:00:00,1.751,4.415,1012.35,3.324
5/28/2014,9:00:00,1.778,4.519,1012.15,3.326
5/28/2014,10:00:00,1.778,4.519,1012.15,3.326
5/28/2014,11:00:00,1.778,4.519,1012.15,3.328
5/28/2014,12:00:00,1.778,4.519,1012.45,3.327
5/28/2014,13:00:00,1.778,4.519,1012.35,3.326
5/28/2014,14:00:00,1.805,4.519,1012.35,3.328
5/28/2014,15:00:00,1.832,4.519,1012.35,3.328
5/28/2014,16:00:00,1.832,4.519,1012.15,3.326
5/28/2014,17:00:00,1.805,4.519,1012.05,3.329
5/28/2014,18:00:00,1.805,4.519,1012.25,3.329
5/28/2014,19:00:00,1.805,4.519,1012.25,3.327
5/28/2014,20:00:00,1.805,4.519,1012.15,3.328
5/28/2014,21:00:00,1.778,4.519,1012.25,3.329
5/28/2014,22:00:00,1.778,4.519,1012.65,3.326
5/28/2014,23:00:00,1.751,4.519,1012.75,3.325
5/29/2014,0:00:00,1.724,4.519,1012.85,3.324
5/29/2014,1:00:00,1.724,4.519,1012.95,3.323
5/29/2014,2:00:00,1.724,4.519,1012.85,3.326
5/29/2014,3:00:00,1.697,4.519,1012.95,3.325
5/29/2014,4:00:00,1.697,4.519,1012.95,3.325
5/29/2014,5:00:00,1.67,4.519,1013.15,3.323
5/29/2014,6:00:00,1.67,4.519,1013.25,3.323
5/29/2014,7:00:00,1.697,4.519,1013.35,3.324
5/29/2014,8:00:00,1.67,4.519,1013.25,3.325
5/29/2014,9:00:00,1.697,4.519,1013.35,3.324
5/29/2014,10:00:00,1.697,4.519,1013.45,3.326
5/29/2014,11:00:00,1.697,4.519,1013.55,3.325
5/29/2014,12:00:00,1.724,4.519,1013.65,3.327
5/29/2014,13:00:00,1.751,4.519,1013.55,3.328
5/29/2014,14:00:00,1.751,4.519,1013.55,3.328
5/29/2014,15:00:00,1.724,4.519,1013.35,3.33
5/29/2014,16:00:00,1.751,4.519,1013.25,3.333
5/29/2014,17:00:00,1.697,4.519,1012.95,3.334
5/29/2014,18:00:00,1.697,4.519,1012.55,3.322
5/29/2014,19:00:00,1.697,4.519,1012.45,3.323
5/29/2014,20:00:00,1.67,4.519,1012.55,3.324
5/29/2014,21:00:00,1.67,4.519,1012.35,3.321
5/29/2014,22:00:00,1.67,4.519,1012.35,3.323
5/29/2014,23:00:00,1.67,4.519,1012.15,3.32
5/30/2014,0:00:00,1.643,4.519,1011.95,3.324
5/30/2014,1:00:00,1.643,4.519,1011.75,3.323
5/30/2014,2:00:00,1.643,4.519,1011.45,3.322
5/30/2014,3:00:00,1.615,4.519,1010.95,3.321
5/30/2014,4:00:00,1.615,4.519,1010.45,3.325
5/30/2014,5:00:00,1.615,4.519,1009.95,3.322
5/30/2014,6:00:00,1.615,4.519,1009.45,3.324
5/30/2014,7:00:00,1.615,4.519,1009.45,3.327
5/30/2014,8:00:00,1.615,4.519,1009.45,3.324
5/30/2014,9:00:00,1.561,4.519,1009.05,3.323
5/30/2014,10:00:00,1.561,4.519,1008.45,3.323
5/30/2014,11:00:00,1.588,4.519,1008.25,3.328
5/30/2014,12:00:00,1.615,4.519,1008.55,3.328
5/30/2014,13:00:00,1.588,4.519,1008.45,3.327
5/30/2014,14:00:00,1.588,4.519,1008.65,3.325
5/30/2014,15:00:00,1.588,4.519,1008.75,3.326
5/30/2014,16:00:00,1.588,4.519,1008.65,3.325
5/30/2014,17:00:00,1.561,4.519,1008.65,3.324
5/30/2014,18:00:00,1.588,4.519,1008.75,3.323
5/30/2014,19:00:00,1.561,4.519,1009.05,3.324
5/30/2014,20:00:00,1.561,4.519,1009.15,3.325
5/30/2014,21:00:00,1.561,4.519,1009.05,3.324
5/30/2014,22:00:00,1.561,4.519,1009.15,3.323
5/30/2014,23:00:00,1.534,4.519,1009.35,3.323
5/31/2014,0:00:00,1.534,4.519,1009.55,3.326
5/31/2014,1:00:00,1.534,4.519,1009.55,3.321
5/31/2014,2:00:00,1.534,4.519,1009.45,3.325
5/31/2014,3:00:00,1.534,4.519,1009.55,3.324
5/31/2014,4:00:00,1.507,4.519,1009.35,3.323
5/31/2014,5:00:00,1.507,4.519,1009.05,3.326
5/31/2014,6:00:00,1.507,4.519,1008.85,3.326
5/31/2014,7:00:00,1.507,4.519,1008.85,3.325
5/31/2014,8:00:00,1.507,4.519,1008.45,3.326
5/31/2014,9:00:00,1.507,4.519,1008.55,3.325
5/31/2014,10:00:00,1.48,4.519,1008.35,3.327
5/31/2014,11:00:00,1.48,4.519,1008.45,3.327
5/31/2014,12:00:00,1.48,4.519,1008.45,3.326
5/31/2014,13:00:00,1.48,4.519,1008.45,3.327
5/31/2014,14:00:00,1.48,4.519,1008.35,3.327
5/31/2014,15:00:00,1.48,4.519,1008.35,3.327
5/31/2014,16:00:00,1.48,4.519,1008.35,3.328
5/31/2014,17:00:00,1.48,4.519,1008.35,3.327
5/31/2014,18:00:00,1.48,4.519,1008.25,3.328
5/31/2014,19:00:00,1.48,4.519,1008.45,3.329
5/31/2014,20:00:00,1.453,4.519,1008.65,3.327
5/31/2014,21:00:00,1.453,4.519,1008.65,3.327
5/31/2014,22:00:00,1.453,4.519,1008.85,3.328
5/31/2014,23:00:00,1.453,4.519,1009.05,3.328
6/1/2014,0:00:00,1.453,4.519,1009.05,3.328
6/1/2014,1:00:00,1.453,4.519,1009.25,3.329
6/1/2014,2:00:00,1.453,4.519,1009.25,3.33
6/1/2014,3:00:00,1.453,4.519,1009.55,3.327
6/1/2014,4:00:00,1.453,4.519,1009.55,3.33
6/1/2014,5:00:00,1.453,4.415,1009.75,3.328
6/1/2014,6:00:00,1.425,4.519,1009.85,3.329
6/1/2014,7:00:00,1.425,4.415,1010.15,3.329
6/1/2014,8:00:00,1.453,4.415,1010.35,3.332
6/1/2014,9:00:00,1.425,4.415,1010.65,3.329
6/1/2014,10:00:00,1.453,4.415,1010.95,3.33
6/1/2014,11:00:00,1.425,4.415,1011.35,3.328
6/1/2014,12:00:00,1.425,4.415,1011.75,3.33
6/1/2014,13:00:00,1.425,4.415,1012.15,3.329
6/1/2014,14:00:00,1.425,4.415,1012.45,3.328
6/1/2014,15:00:00,1.425,4.415,1012.85,3.329
6/1/2014,16:00:00,1.425,4.415,1013.15,3.33
6/1/2014,17:00:00,1.425,4.415,1013.65,3.33
6/1/2014,18:00:00,1.425,4.415,1014.05,3.331
6/1/2014,19:00:00,1.425,4.415,1014.65,3.328
6/1/2014,20:00:00,1.398,4.415,1015.15,3.328
6/1/2014,21:00:00,1.398,4.415,1015.45,3.329
6/1/2014,22:00:00,1.398,4.415,1016.05,3.33
6/1/2014,23:00:00,1.398,4.415,1016.45,3.329
6/2/2014,0:00:00,1.398,4.415,1017.05,3.332
6/2/2014,1:00:00,1.371,4.415,1017.65,3.331
6/2/2014,2:00:00,1.371,4.415,1018.15,3.331
6/2/2014,3:00:00,1.371,4.415,1018.65,3.332
6/2/2014,4:00:00,1.371,4.415,1019.15,3.33
6/2/2014,5:00:00,1.344,4.415,1019.45,3.332
6/2/2014,6:00:00,1.344,4.415,1019.85,3.333
6/2/2014,7:00:00,1.344,4.415,1020.25,3.332
6/2/2014,8:00:00,1.344,4.415,1020.75,3.331
6/2/2014,9:00:00,1.344,4.415,1020.95,3.333
6/2/2014,10:00:00,1.344,4.415,1021.45,3.335
6/2/2014,11:00:00,1.344,4.415,1021.85,3.336
6/2/2014,12:00:00,1.344,4.415,1022.15,3.333
6/2/2014,13:00:00,1.344,4.415,1022.15,3.336
6/2/2014,14:00:00,1.344,4.415,1022.35,3.338
6/2/2014,15:00:00,1.317,4.415,1022.45,3.337
6/2/2014,16:00:00,1.317,4.415,1022.65,3.336
6/2/2014,17:00:00,1.344,4.415,1022.65,3.334
6/2/2014,18:00:00,1.344,4.415,1022.65,3.336
6/2/2014,19:00:00,1.344,4.415,1022.75,3.333
6/2/2014,20:00:00,1.344,4.415,1022.75,3.333
6/2/2014,21:00:00,1.317,4.415,1022.85,3.332
6/2/2014,22:00:00,1.344,4.415,1022.85,3.334
6/2/2014,23:00:00,1.317,4.415,1022.65,3.334
6/3/2014,0:00:00,1.344,4.415,1022.75,3.335
6/3/2014,1:00:00,1.317,4.415,1022.75,3.335
6/3/2014,2:00:00,1.317,4.415,1022.75,3.333
6/3/2014,3:00:00,1.317,4.415,1022.55,3.334
6/3/2014,4:00:00,1.317,4.415,1022.55,3.335
6/3/2014,5:00:00,1.317,4.415,1022.55,3.332
6/3/2014,6:00:00,1.317,4.415,1022.25,3.335
6/3/2014,7:00:00,1.317,4.415,1022.25,3.335
6/3/2014,8:00:00,1.317,4.415,1022.05,3.334
6/3/2014,9:00:00,1.317,4.415,1021.85,3.336
6/3/2014,10:00:00,1.289,4.415,1021.45,3.339
6/3/2014,11:00:00,1.317,4.415,1021.35,3.337
6/3/2014,12:00:00,1.317,4.415,1021.25,3.336
6/3/2014,13:00:00,1.344,4.415,1021.05,3.338
6/3/2014,14:00:00,1.344,4.415,1020.75,3.338
6/3/2014,15:00:00,1.371,4.415,1020.35,3.34
6/3/2014,16:00:00,1.398,4.415,1019.95,3.343
6/3/2014,17:00:00,1.398,4.415,1019.35,3.346
6/3/2014,18:00:00,1.398,4.415,1018.85,3.348
6/3/2014,19:00:00,1.317,4.415,1018.75,3.347
6/3/2014,20:00:00,1.317,4.415,1018.55,3.346
6/3/2014,21:00:00,1.289,4.519,1018.45,3.347
6/3/2014,22:00:00,1.235,4.519,1018.15,3.35
6/3/2014,23:00:00,1.208,4.519,1017.95,3.351
6/4/2014,0:00:00,1.208,4.519,1017.65,3.352
6/4/2014,1:00:00,1.18,4.519,1017.35,3.35
6/4/2014,2:00:00,1.18,4.519,1016.95,3.348
6/4/2014,3:00:00,1.18,4.519,1016.45,3.353
6/4/2014,4:00:00,1.18,4.519,1016.15,3.351
6/4/2014,5:00:00,1.208,4.519,1015.75,3.354
6/4/2014,6:00:00,1.208,4.519,1015.55,3.353
6/4/2014,7:00:00,1.208,4.519,1015.25,3.354
6/4/2014,8:00:00,1.235,4.519,1015.15,3.354
6/4/2014,9:00:00,1.262,4.519,1014.95,3.356
6/4/2014,10:00:00,1.262,4.519,1014.65,3.355
6/4/2014,11:00:00,1.289,4.519,1014.35,3.354
6/4/2014,12:00:00,1.344,4.519,1014.05,3.355
6/4/2014,13:00:00,1.371,4.519,1013.65,3.354
6/4/2014,14:00:00,1.371,4.519,1013.25,3.355
6/4/2014,15:00:00,1.371,4.519,1012.85,3.355
6/4/2014,16:00:00,1.344,4.519,1012.35,3.355
6/4/2014,17:00:00,1.371,4.519,1011.95,3.357
6/4/2014,18:00:00,1.344,4.519,1011.55,3.358
6/4/2014,19:00:00,1.344,4.519,1011.35,3.36
6/4/2014,20:00:00,1.344,4.519,1011.15,3.361
6/4/2014,21:00:00,1.344,4.519,1011.05,3.363
6/4/2014,22:00:00,1.344,4.519,1011.15,3.364
6/4/2014,23:00:00,1.317,4.519,1011.55,3.363
6/5/2014,0:00:00,1.317,4.519,1011.85,3.363
6/5/2014,1:00:00,1.317,4.519,1012.15,3.365
6/5/2014,2:00:00,1.317,4.519,1012.25,3.365
6/5/2014,3:00:00,1.317,4.623,1012.25,3.366
6/5/2014,4:00:00,1.317,4.623,1012.25,3.367
6/5/2014,5:00:00,1.317,4.623,1012.25,3.366
6/5/2014,6:00:00,1.344,4.623,1012.25,3.366
6/5/2014,7:00:00,1.344,4.623,1012.35,3.368
6/5/2014,8:00:00,1.344,4.623,1012.45,3.367
6/5/2014,9:00:00,1.344,4.623,1012.45,3.369
6/5/2014,10:00:00,1.371,4.623,1012.55,3.369
6/5/2014,11:00:00,1.398,4.623,1012.75,3.369
6/5/2014,12:00:00,1.425,4.623,1012.95,3.37
6/5/2014,13:00:00,1.453,4.623,1013.15,3.369
6/5/2014,14:00:00,1.453,4.623,1013.35,3.369
6/5/2014,15:00:00,1.453,4.623,1013.45,3.368
6/5/2014,16:00:00,1.453,4.623,1013.55,3.369
6/5/2014,17:00:00,1.453,4.623,1013.55,3.369
6/5/2014,18:00:00,1.425,4.623,1013.45,3.37
6/5/2014,19:00:00,1.425,4.623,1013.15,3.371
6/5/2014,20:00:00,1.425,4.623,1013.05,3.37
6/5/2014,21:00:00,1.425,4.623,1013.15,3.371
6/5/2014,22:00:00,1.425,4.623,1013.15,3.373
6/5/2014,23:00:00,1.398,4.623,1012.95,3.373
6/6/2014,0:00:00,1.425,4.623,1013.05,3.372
6/6/2014,1:00:00,1.398,4.623,1012.95,3.371
6/6/2014,2:00:00,1.398,4.727,1012.85,3.371
6/6/2014,3:00:00,1.398,4.727,1012.75,3.371
6/6/2014,4:00:00,1.398,4.727,1012.75,3.371
6/6/2014,5:00:00,1.398,4.727,1012.55,3.368
6/6/2014,6:00:00,1.398,4.727,1012.55,3.37
6/6/2014,7:00:00,1.425,4.727,1012.55,3.366
6/6/2014,8:00:00,1.425,4.727,1012.65,3.369
6/6/2014,9:00:00,1.453,4.727,1012.65,3.37
6/6/2014,10:00:00,1.453,4.727,1012.75,3.369
6/6/2014,11:00:00,1.48,4.727,1012.65,3.37
6/6/2014,12:00:00,1.48,4.727,1012.65,3.369
6/6/2014,13:00:00,1.48,4.727,1012.75,3.369
6/6/2014,14:00:00,1.48,4.727,1012.95,3.37
6/6/2014,15:00:00,1.453,4.727,1012.75,3.371
6/6/2014,16:00:00,1.453,4.727,1012.55,3.368
6/6/2014,17:00:00,1.425,4.727,1012.45,3.367
6/6/2014,18:00:00,1.453,4.727,1012.85,3.366
6/6/2014,19:00:00,1.398,4.727,1012.85,3.365
6/6/2014,20:00:00,1.398,4.727,1012.85,3.365
6/6/2014,21:00:00,1.398,4.727,1012.85,3.366
6/6/2014,22:00:00,1.371,4.831,1012.85,3.365
6/6/2014,23:00:00,1.344,4.831,1012.95,3.367
6/7/2014,0:00:00,1.371,4.831,1013.15,3.365
6/7/2014,1:00:00,1.344,4.831,1013.05,3.365
6/7/2014,2:00:00,1.344,4.831,1013.05,3.362
6/7/2014,3:00:00,1.344,4.831,1013.05,3.362
6/7/2014,4:00:00,1.344,4.831,1013.05,3.362
6/7/2014,5:00:00,1.344,4.831,1012.75,3.363
6/7/2014,6:00:00,1.344,4.831,1012.55,3.36
6/7/2014,7:00:00,1.344,4.831,1012.45,3.361
6/7/2014,8:00:00,1.371,4.831,1012.45,3.358
6/7/2014,9:00:00,1.398,4.831,1012.55,3.357
6/7/2014,10:00:00,1.425,4.831,1012.45,3.357
6/7/2014,11:00:00,1.398,4.831,1012.45,3.357
6/7/2014,12:00:00,1.398,4.831,1012.25,3.355
6/7/2014,13:00:00,1.398,4.831,1012.15,3.353
6/7/2014,14:00:00,1.398,4.831,1011.75,3.357
6/7/2014,15:00:00,1.398,4.831,1011.55,3.356
6/7/2014,16:00:00,1.398,4.831,1011.55,3.354
6/7/2014,17:00:00,1.371,4.831,1011.15,3.355
6/7/2014,18:00:00,1.344,4.934,1010.95,3.356
6/7/2014,19:00:00,1.344,4.934,1010.85,3.352
6/7/2014,20:00:00,1.344,4.934,1010.85,3.352
6/7/2014,21:00:00,1.317,4.934,1010.75,3.353
6/7/2014,22:00:00,1.317,4.934,1010.85,3.354
6/7/2014,23:00:00,1.317,4.934,1010.85,3.352
6/8/2014,0:00:00,1.317,4.934,1010.85,3.352
6/8/2014,1:00:00,1.317,4.934,1010.85,3.352
6/8/2014,2:00:00,1.317,4.934,1010.85,3.349
6/8/2014,3:00:00,1.317,4.934,1010.75,3.35
6/8/2014,4:00:00,1.317,4.934,1010.65,3.351
6/8/2014,5:00:00,1.317,4.934,1010.55,3.349
6/8/2014,6:00:00,1.344,4.934,1010.45,3.35
6/8/2014,7:00:00,1.344,4.934,1010.55,3.347
6/8/2014,8:00:00,1.371,4.934,1010.45,3.347
6/8/2014,9:00:00,1.398,4.934,1010.35,3.349
6/8/2014,10:00:00,1.398,4.934,1010.35,3.348
