,,WTS-12,WP12-12,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, m"
4/11/2014,10:00:00,0.797,1.003,1023.55,3.218
4/11/2014,11:00:00,0.797,2.088,1023.45,3.222
4/11/2014,12:00:00,0.797,1.98,1023.15,3.23
4/11/2014,13:00:00,0.797,1.98,1022.95,3.234
4/11/2014,14:00:00,0.797,2.195,1022.55,3.235
4/11/2014,15:00:00,0.797,2.303,1022.15,3.238
4/11/2014,16:00:00,0.797,2.41,1021.65,3.237
4/11/2014,17:00:00,0.797,2.517,1021.15,3.236
4/11/2014,18:00:00,0.797,2.624,1021.05,3.236
4/11/2014,19:00:00,0.797,2.73,1020.95,3.235
4/11/2014,20:00:00,0.77,2.837,1020.85,3.234
4/11/2014,21:00:00,0.797,2.837,1020.55,3.232
4/11/2014,22:00:00,0.797,2.943,1020.95,3.228
4/11/2014,23:00:00,0.825,2.943,1021.15,3.225
4/12/2014,0:00:00,0.797,2.943,1020.85,3.224
4/12/2014,1:00:00,0.825,3.049,1020.85,3.223
4/12/2014,2:00:00,0.797,3.049,1020.55,3.223
4/12/2014,3:00:00,0.77,3.049,1020.15,3.222
4/12/2014,4:00:00,0.797,3.155,1019.75,3.22
4/12/2014,5:00:00,0.797,3.155,1019.05,3.221
4/12/2014,6:00:00,0.797,3.155,1018.45,3.222
4/12/2014,7:00:00,0.797,3.155,1018.05,3.223
4/12/2014,8:00:00,0.797,3.155,1017.05,3.227
4/12/2014,9:00:00,0.797,3.155,1015.95,3.232
4/12/2014,10:00:00,0.825,3.261,1015.05,3.235
4/12/2014,11:00:00,0.77,3.261,1014.35,3.24
4/12/2014,12:00:00,0.797,3.261,1013.85,3.244
4/12/2014,13:00:00,0.77,3.261,1013.15,3.243
4/12/2014,14:00:00,0.797,3.261,1012.35,3.246
4/12/2014,15:00:00,0.797,3.261,1011.65,3.246
4/12/2014,16:00:00,0.77,3.261,1010.95,3.246
4/12/2014,17:00:00,0.797,3.261,1010.55,3.246
4/12/2014,18:00:00,0.77,3.367,1009.95,3.246
4/12/2014,19:00:00,0.825,3.367,1009.75,3.246
4/12/2014,20:00:00,0.797,3.367,1009.65,3.246
4/12/2014,21:00:00,0.797,3.367,1009.95,3.242
4/12/2014,22:00:00,0.825,3.367,1009.95,3.241
4/12/2014,23:00:00,0.77,3.367,1009.95,3.241
4/13/2014,0:00:00,0.77,3.367,1009.75,3.238
4/13/2014,1:00:00,0.797,3.367,1009.95,3.239
4/13/2014,2:00:00,0.77,3.367,1009.95,3.241
4/13/2014,3:00:00,0.797,3.367,1010.05,3.238
4/13/2014,4:00:00,0.797,3.367,1010.05,3.237
4/13/2014,5:00:00,0.77,3.367,1010.05,3.237
4/13/2014,6:00:00,0.825,3.367,1010.05,3.237
4/13/2014,7:00:00,0.77,3.367,1009.75,3.24
4/13/2014,8:00:00,0.742,3.367,1009.55,3.242
4/13/2014,9:00:00,0.825,3.367,1009.25,3.245
4/13/2014,10:00:00,0.77,3.367,1008.85,3.246
4/13/2014,11:00:00,0.797,3.367,1008.55,3.247
4/13/2014,12:00:00,0.797,3.367,1008.05,3.247
4/13/2014,13:00:00,0.742,3.367,1007.55,3.248
4/13/2014,14:00:00,0.797,3.367,1007.05,3.25
4/13/2014,15:00:00,0.797,3.367,1006.45,3.251
4/13/2014,16:00:00,0.77,3.367,1006.05,3.25
4/13/2014,17:00:00,0.77,3.367,1005.75,3.25
4/13/2014,18:00:00,0.797,3.367,1005.55,3.249
4/13/2014,19:00:00,0.77,3.472,1005.25,3.249
4/13/2014,20:00:00,0.77,3.472,1005.25,3.249
4/13/2014,21:00:00,0.77,3.472,1005.05,3.248
4/13/2014,22:00:00,0.77,3.472,1004.85,3.248
4/13/2014,23:00:00,0.77,3.472,1004.85,3.247
4/14/2014,0:00:00,0.77,3.472,1004.75,3.251
4/14/2014,1:00:00,0.77,3.472,1004.75,3.251
4/14/2014,2:00:00,0.77,3.472,1004.85,3.252
4/14/2014,3:00:00,0.77,3.472,1005.05,3.251
4/14/2014,4:00:00,0.77,3.472,1004.95,3.252
4/14/2014,5:00:00,0.742,3.472,1005.05,3.251
4/14/2014,6:00:00,0.77,3.472,1005.05,3.251
4/14/2014,7:00:00,0.77,3.472,1005.05,3.251
4/14/2014,8:00:00,0.77,3.472,1005.15,3.25
4/14/2014,9:00:00,0.742,3.472,1005.15,3.253
4/14/2014,10:00:00,0.77,3.472,1005.15,3.252
4/14/2014,11:00:00,0.742,3.472,1005.25,3.254
4/14/2014,12:00:00,0.742,3.472,1005.45,3.252
4/14/2014,13:00:00,0.77,3.472,1005.55,3.252
4/14/2014,14:00:00,0.742,3.472,1005.85,3.253
4/14/2014,15:00:00,0.742,3.472,1005.65,3.253
4/14/2014,16:00:00,0.77,3.472,1005.85,3.253
4/14/2014,17:00:00,0.77,3.472,1006.15,3.254
4/14/2014,18:00:00,0.742,3.472,1006.45,3.255
4/14/2014,19:00:00,0.77,3.472,1006.65,3.251
4/14/2014,20:00:00,0.77,3.472,1006.45,3.253
4/14/2014,21:00:00,0.742,3.472,1006.45,3.255
4/14/2014,22:00:00,0.797,3.472,1006.25,3.252
4/14/2014,23:00:00,0.742,3.472,1006.25,3.253
4/15/2014,0:00:00,0.77,3.472,1006.05,3.254
4/15/2014,1:00:00,0.742,3.472,1006.05,3.254
4/15/2014,2:00:00,0.77,3.472,1005.95,3.253
4/15/2014,3:00:00,0.77,3.472,1006.05,3.255
4/15/2014,4:00:00,0.742,3.472,1006.05,3.254
4/15/2014,5:00:00,0.77,3.472,1006.15,3.256
4/15/2014,6:00:00,0.742,3.472,1006.15,3.254
4/15/2014,7:00:00,0.742,3.472,1006.65,3.252
4/15/2014,8:00:00,0.77,3.472,1006.75,3.253
4/15/2014,9:00:00,0.77,3.472,1006.65,3.256
4/15/2014,10:00:00,0.742,3.472,1006.75,3.255
4/15/2014,11:00:00,0.742,3.472,1006.85,3.255
4/15/2014,12:00:00,0.77,3.472,1006.85,3.257
4/15/2014,13:00:00,0.742,3.472,1007.05,3.255
4/15/2014,14:00:00,0.742,3.472,1007.15,3.252
4/15/2014,15:00:00,0.77,3.472,1007.15,3.254
4/15/2014,16:00:00,0.77,3.472,1007.35,3.256
4/15/2014,17:00:00,0.742,3.472,1007.75,3.256
4/15/2014,18:00:00,0.742,3.472,1008.15,3.255
4/15/2014,19:00:00,0.742,3.472,1008.35,3.253
4/15/2014,20:00:00,0.742,3.472,1008.45,3.253
4/15/2014,21:00:00,0.742,3.472,1008.75,3.255
4/15/2014,22:00:00,0.742,3.472,1008.95,3.256
4/15/2014,23:00:00,0.742,3.472,1009.35,3.255
4/16/2014,0:00:00,0.742,3.472,1009.65,3.254
4/16/2014,1:00:00,0.742,3.472,1009.85,3.255
4/16/2014,2:00:00,0.742,3.472,1010.05,3.255
4/16/2014,3:00:00,0.742,3.472,1010.35,3.253
4/16/2014,4:00:00,0.742,3.472,1010.45,3.255
4/16/2014,5:00:00,0.742,3.472,1010.65,3.255
4/16/2014,6:00:00,0.742,3.472,1010.65,3.256
4/16/2014,7:00:00,0.742,3.472,1010.85,3.253
4/16/2014,8:00:00,0.742,3.472,1010.85,3.253
4/16/2014,9:00:00,0.742,3.472,1010.65,3.253
4/16/2014,10:00:00,0.742,3.472,1010.65,3.253
4/16/2014,11:00:00,0.715,3.472,1010.75,3.255
4/16/2014,12:00:00,0.715,3.472,1010.85,3.254
4/16/2014,13:00:00,0.742,3.472,1010.85,3.256
4/16/2014,14:00:00,0.742,3.472,1011.25,3.255
4/16/2014,15:00:00,0.742,3.472,1011.45,3.253
4/16/2014,16:00:00,0.742,3.472,1011.65,3.254
4/16/2014,17:00:00,0.742,3.472,1011.65,3.253
4/16/2014,18:00:00,0.742,3.472,1011.65,3.256
4/16/2014,19:00:00,0.742,3.472,1011.65,3.253
4/16/2014,20:00:00,0.742,3.472,1011.65,3.253
4/16/2014,21:00:00,0.742,3.472,1011.55,3.254
4/16/2014,22:00:00,0.742,3.472,1011.55,3.254
4/16/2014,23:00:00,0.742,3.472,1011.55,3.254
4/17/2014,0:00:00,0.742,3.472,1011.45,3.255
4/17/2014,1:00:00,0.715,3.472,1011.45,3.253
4/17/2014,2:00:00,0.742,3.472,1011.35,3.253
4/17/2014,3:00:00,0.742,3.472,1011.05,3.254
4/17/2014,4:00:00,0.742,3.472,1010.85,3.253
4/17/2014,5:00:00,0.715,3.472,1010.55,3.253
4/17/2014,6:00:00,0.715,3.472,1010.35,3.253
4/17/2014,7:00:00,0.742,3.472,1010.25,3.254
4/17/2014,8:00:00,0.742,3.472,1010.05,3.253
4/17/2014,9:00:00,0.715,3.472,1009.75,3.253
4/17/2014,10:00:00,0.742,3.472,1009.55,3.255
4/17/2014,11:00:00,0.715,3.472,1009.25,3.253
4/17/2014,12:00:00,0.742,3.472,1008.95,3.256
4/17/2014,13:00:00,0.742,3.472,1008.75,3.255
4/17/2014,14:00:00,0.742,3.472,1008.55,3.254
4/17/2014,15:00:00,0.742,3.472,1008.25,3.254
4/17/2014,16:00:00,0.715,3.472,1007.95,3.254
4/17/2014,17:00:00,0.742,3.472,1007.85,3.253
4/17/2014,18:00:00,0.715,3.472,1007.75,3.254
4/17/2014,19:00:00,0.715,3.472,1007.65,3.252
4/17/2014,20:00:00,0.742,3.472,1007.55,3.253
4/17/2014,21:00:00,0.742,3.472,1007.55,3.254
4/17/2014,22:00:00,0.715,3.472,1007.45,3.254
4/17/2014,23:00:00,0.715,3.472,1007.45,3.252
4/18/2014,0:00:00,0.715,3.472,1007.55,3.253
4/18/2014,1:00:00,0.742,3.472,1007.65,3.253
4/18/2014,2:00:00,0.715,3.472,1007.65,3.252
4/18/2014,3:00:00,0.715,3.472,1007.65,3.253
4/18/2014,4:00:00,0.715,3.472,1007.85,3.253
4/18/2014,5:00:00,0.715,3.472,1007.95,3.252
4/18/2014,6:00:00,0.715,3.472,1007.95,3.254
4/18/2014,7:00:00,0.715,3.472,1008.25,3.252
4/18/2014,8:00:00,0.742,3.472,1008.55,3.249
4/18/2014,9:00:00,0.687,3.472,1008.95,3.25
4/18/2014,10:00:00,0.715,3.472,1009.05,3.25
4/18/2014,11:00:00,0.715,3.472,1008.95,3.25
4/18/2014,12:00:00,0.742,3.472,1008.85,3.252
4/18/2014,13:00:00,0.715,3.472,1008.95,3.255
4/18/2014,14:00:00,0.715,3.472,1009.25,3.256
4/18/2014,15:00:00,0.742,3.472,1009.25,3.253
4/18/2014,16:00:00,0.715,3.472,1009.35,3.255
4/18/2014,17:00:00,0.715,3.472,1009.35,3.257
4/18/2014,18:00:00,0.742,3.472,1009.55,3.255
4/18/2014,19:00:00,0.715,3.472,1009.95,3.254
4/18/2014,20:00:00,0.715,3.472,1010.45,3.251
4/18/2014,21:00:00,0.715,3.472,1011.05,3.249
4/18/2014,22:00:00,0.742,3.472,1011.75,3.245
4/18/2014,23:00:00,0.715,3.472,1011.95,3.242
4/19/2014,0:00:00,0.742,3.472,1012.25,3.242
4/19/2014,1:00:00,0.715,3.472,1012.65,3.241
4/19/2014,2:00:00,0.715,3.472,1013.05,3.238
4/19/2014,3:00:00,0.715,3.472,1013.25,3.24
4/19/2014,4:00:00,0.715,3.472,1013.35,3.239
4/19/2014,5:00:00,0.715,3.472,1013.35,3.239
4/19/2014,6:00:00,0.715,3.472,1013.45,3.241
4/19/2014,7:00:00,0.742,3.472,1013.65,3.242
4/19/2014,8:00:00,0.715,3.472,1013.55,3.243
4/19/2014,9:00:00,0.715,3.472,1013.75,3.244
4/19/2014,10:00:00,0.715,3.472,1013.45,3.249
4/19/2014,11:00:00,0.715,3.472,1013.45,3.252
4/19/2014,12:00:00,0.715,3.472,1013.55,3.251
4/19/2014,13:00:00,0.715,3.472,1013.65,3.253
4/19/2014,14:00:00,0.715,3.472,1013.75,3.257
4/19/2014,15:00:00,0.715,3.472,1013.85,3.254
4/19/2014,16:00:00,0.715,3.472,1013.85,3.256
4/19/2014,17:00:00,0.715,3.472,1014.05,3.255
4/19/2014,18:00:00,0.715,3.472,1014.15,3.254
4/19/2014,19:00:00,0.715,3.472,1014.55,3.257
4/19/2014,20:00:00,0.742,3.472,1015.05,3.253
4/19/2014,21:00:00,0.715,3.472,1015.45,3.252
4/19/2014,22:00:00,0.687,3.472,1016.35,3.246
4/19/2014,23:00:00,0.715,3.472,1017.45,3.243
4/20/2014,0:00:00,0.742,3.472,1017.75,3.243
4/20/2014,1:00:00,0.687,3.472,1018.25,3.24
4/20/2014,2:00:00,0.715,3.472,1018.45,3.243
4/20/2014,3:00:00,0.715,3.472,1018.55,3.243
4/20/2014,4:00:00,0.715,3.472,1018.65,3.245
4/20/2014,5:00:00,0.715,3.472,1018.95,3.247
4/20/2014,6:00:00,0.715,3.472,1019.15,3.245
4/20/2014,7:00:00,0.715,3.472,1019.15,3.247
4/20/2014,8:00:00,0.715,3.472,1019.45,3.252
4/20/2014,9:00:00,0.715,3.472,1019.25,3.252
4/20/2014,10:00:00,0.715,3.472,1019.25,3.255
4/20/2014,11:00:00,0.715,3.472,1019.45,3.255
4/20/2014,12:00:00,0.715,3.472,1019.55,3.257
4/20/2014,13:00:00,0.715,3.472,1019.75,3.257
4/20/2014,14:00:00,0.715,3.472,1019.75,3.255
4/20/2014,15:00:00,0.715,3.472,1019.85,3.259
4/20/2014,16:00:00,0.715,3.472,1020.15,3.257
4/20/2014,17:00:00,0.715,3.472,1020.05,3.257
4/20/2014,18:00:00,0.715,3.472,1020.05,3.257
4/20/2014,19:00:00,0.715,3.472,1020.45,3.254
4/20/2014,20:00:00,0.715,3.472,1020.65,3.252
4/20/2014,21:00:00,0.715,3.472,1021.15,3.25
4/20/2014,22:00:00,0.715,3.472,1021.45,3.247
4/20/2014,23:00:00,0.715,3.472,1021.65,3.248
4/21/2014,0:00:00,0.715,3.472,1021.85,3.245
4/21/2014,1:00:00,0.715,3.472,1021.95,3.247
4/21/2014,2:00:00,0.715,3.472,1021.85,3.246
4/21/2014,3:00:00,0.715,3.472,1021.65,3.248
4/21/2014,4:00:00,0.715,3.472,1021.55,3.246
4/21/2014,5:00:00,0.687,3.472,1021.55,3.241
4/21/2014,6:00:00,0.687,3.472,1021.45,3.242
4/21/2014,7:00:00,0.715,3.472,1020.55,3.247
4/21/2014,8:00:00,0.715,3.472,1020.05,3.252
4/21/2014,9:00:00,0.715,3.472,1019.65,3.253
4/21/2014,10:00:00,0.715,3.472,1019.35,3.256
4/21/2014,11:00:00,0.687,3.472,1018.95,3.255
4/21/2014,12:00:00,0.715,3.472,1018.55,3.254
4/21/2014,13:00:00,0.715,3.472,1017.95,3.257
4/21/2014,14:00:00,0.687,3.472,1017.45,3.261
4/21/2014,15:00:00,0.715,3.472,1017.15,3.256
4/21/2014,16:00:00,0.715,3.472,1016.65,3.259
4/21/2014,17:00:00,0.715,3.472,1016.15,3.258
4/21/2014,18:00:00,0.715,3.472,1015.65,3.258
4/21/2014,19:00:00,0.715,3.472,1015.25,3.256
4/21/2014,20:00:00,0.687,3.472,1015.15,3.254
4/21/2014,21:00:00,0.715,3.472,1014.75,3.253
4/21/2014,22:00:00,0.715,3.472,1014.65,3.253
4/21/2014,23:00:00,0.715,3.472,1014.05,3.255
4/22/2014,0:00:00,0.715,3.472,1013.65,3.253
4/22/2014,1:00:00,0.715,3.472,1013.35,3.256
4/22/2014,2:00:00,0.687,3.472,1013.15,3.258
4/22/2014,3:00:00,0.687,3.472,1012.95,3.255
4/22/2014,4:00:00,0.715,3.472,1012.55,3.253
4/22/2014,5:00:00,0.715,3.472,1012.35,3.255
4/22/2014,6:00:00,0.687,3.472,1011.95,3.254
4/22/2014,7:00:00,0.687,3.472,1011.85,3.251
4/22/2014,8:00:00,0.715,3.472,1011.65,3.256
4/22/2014,9:00:00,0.687,3.472,1011.35,3.256
4/22/2014,10:00:00,0.715,3.472,1011.25,3.255
4/22/2014,11:00:00,0.715,3.472,1011.05,3.26
4/22/2014,12:00:00,0.687,3.472,1011.25,3.258
4/22/2014,13:00:00,0.715,3.472,1011.15,3.255
4/22/2014,14:00:00,0.687,3.472,1010.85,3.259
4/22/2014,15:00:00,0.715,3.472,1010.75,3.26
4/22/2014,16:00:00,0.715,3.472,1010.65,3.256
4/22/2014,17:00:00,0.687,3.472,1010.55,3.256
4/22/2014,18:00:00,0.715,3.472,1010.65,3.26
4/22/2014,19:00:00,0.687,3.472,1010.65,3.258
4/22/2014,20:00:00,0.715,3.472,1010.75,3.259
4/22/2014,21:00:00,0.715,3.472,1010.85,3.258
4/22/2014,22:00:00,0.715,3.472,1010.95,3.26
4/22/2014,23:00:00,0.715,3.472,1011.05,3.26
4/23/2014,0:00:00,0.687,3.472,1011.45,3.26
4/23/2014,1:00:00,0.687,3.472,1011.55,3.258
4/23/2014,2:00:00,0.715,3.472,1011.75,3.26
4/23/2014,3:00:00,0.687,3.472,1011.85,3.259
4/23/2014,4:00:00,0.687,3.472,1011.85,3.26
4/23/2014,5:00:00,0.687,3.472,1011.55,3.258
4/23/2014,6:00:00,0.687,3.472,1011.65,3.259
4/23/2014,7:00:00,0.715,3.472,1011.75,3.26
4/23/2014,8:00:00,0.687,3.472,1011.75,3.26
4/23/2014,9:00:00,0.687,3.472,1011.45,3.26
4/23/2014,10:00:00,0.687,3.472,1011.35,3.262
4/23/2014,11:00:00,0.715,3.472,1011.25,3.26
4/23/2014,12:00:00,0.715,3.472,1011.25,3.26
4/23/2014,13:00:00,0.687,3.472,1011.05,3.259
4/23/2014,14:00:00,0.687,3.472,1010.75,3.26
4/23/2014,15:00:00,0.687,3.472,1010.55,3.262
4/23/2014,16:00:00,0.687,3.472,1010.25,3.261
4/23/2014,17:00:00,0.687,3.472,1010.05,3.261
4/23/2014,18:00:00,0.715,3.472,1009.95,3.26
4/23/2014,19:00:00,0.687,3.472,1010.05,3.259
4/23/2014,20:00:00,0.687,3.472,1010.15,3.258
4/23/2014,21:00:00,0.687,3.472,1010.05,3.259
4/23/2014,22:00:00,0.687,3.472,1009.95,3.26
4/23/2014,23:00:00,0.715,3.472,1009.75,3.259
4/24/2014,0:00:00,0.687,3.472,1009.55,3.261
4/24/2014,1:00:00,0.687,3.472,1009.65,3.26
4/24/2014,2:00:00,0.687,3.472,1009.45,3.261
4/24/2014,3:00:00,0.687,3.472,1009.35,3.26
4/24/2014,4:00:00,0.687,3.472,1009.25,3.261
4/24/2014,5:00:00,0.687,3.472,1009.05,3.258
4/24/2014,6:00:00,0.687,3.472,1009.05,3.26
4/24/2014,7:00:00,0.687,3.472,1009.05,3.26
4/24/2014,8:00:00,0.687,3.472,1008.85,3.259
4/24/2014,9:00:00,0.687,3.472,1008.45,3.261
4/24/2014,10:00:00,0.687,3.472,1008.05,3.262
4/24/2014,11:00:00,0.687,3.472,1007.85,3.264
4/24/2014,12:00:00,0.687,3.472,1007.45,3.262
4/24/2014,13:00:00,0.687,3.472,1007.25,3.261
4/24/2014,14:00:00,0.687,3.472,1007.15,3.26
4/24/2014,15:00:00,0.687,3.472,1006.85,3.262
4/24/2014,16:00:00,0.715,3.472,1006.35,3.26
4/24/2014,17:00:00,0.687,3.472,1005.75,3.262
4/24/2014,18:00:00,0.687,3.472,1005.35,3.261
4/24/2014,19:00:00,0.687,3.472,1005.15,3.258
4/24/2014,20:00:00,0.687,3.472,1004.85,3.26
4/24/2014,21:00:00,0.687,3.472,1004.45,3.262
4/24/2014,22:00:00,0.687,3.472,1004.15,3.262
4/24/2014,23:00:00,0.687,3.472,1003.75,3.263
4/25/2014,0:00:00,0.687,3.472,1003.55,3.263
4/25/2014,1:00:00,0.687,3.472,1003.25,3.261
4/25/2014,2:00:00,0.687,3.472,1002.75,3.262
4/25/2014,3:00:00,0.66,3.472,1002.35,3.259
4/25/2014,4:00:00,0.66,3.472,1001.95,3.259
4/25/2014,5:00:00,0.687,3.472,1001.55,3.26
4/25/2014,6:00:00,0.687,3.472,1001.15,3.259
4/25/2014,7:00:00,0.687,3.472,1000.55,3.26
4/25/2014,8:00:00,0.687,3.472,1000.25,3.26
4/25/2014,9:00:00,0.687,3.472,1000.05,3.261
4/25/2014,10:00:00,0.687,3.472,999.55,3.261
4/25/2014,11:00:00,0.687,3.472,999.15,3.26
4/25/2014,12:00:00,0.687,3.472,998.65,3.262
4/25/2014,13:00:00,0.687,3.472,998.45,3.264
4/25/2014,14:00:00,0.687,3.472,998.45,3.264
4/25/2014,15:00:00,0.687,3.472,998.35,3.263
4/25/2014,16:00:00,0.687,3.472,997.75,3.265
4/25/2014,17:00:00,0.687,3.472,997.85,3.265
4/25/2014,18:00:00,0.687,3.472,997.85,3.264
4/25/2014,19:00:00,0.687,3.472,997.95,3.263
4/25/2014,20:00:00,0.687,3.472,997.85,3.264
4/25/2014,21:00:00,0.687,3.472,998.05,3.263
4/25/2014,22:00:00,0.687,3.472,998.45,3.261
4/25/2014,23:00:00,0.687,3.472,998.75,3.261
4/26/2014,0:00:00,0.687,3.472,998.75,3.261
4/26/2014,1:00:00,0.66,3.472,999.05,3.261
4/26/2014,2:00:00,0.687,3.472,999.05,3.26
4/26/2014,3:00:00,0.687,3.472,999.15,3.262
4/26/2014,4:00:00,0.687,3.472,999.35,3.26
4/26/2014,5:00:00,0.66,3.472,999.55,3.261
4/26/2014,6:00:00,0.687,3.472,999.65,3.26
4/26/2014,7:00:00,0.687,3.472,999.75,3.26
4/26/2014,8:00:00,0.66,3.472,999.85,3.263
4/26/2014,9:00:00,0.687,3.472,1000.05,3.262
4/26/2014,10:00:00,0.66,3.472,1000.15,3.263
4/26/2014,11:00:00,0.66,3.472,1000.45,3.264
4/26/2014,12:00:00,0.687,3.472,1000.55,3.267
4/26/2014,13:00:00,0.687,3.472,1000.95,3.266
4/26/2014,14:00:00,0.687,3.472,1001.05,3.266
4/26/2014,15:00:00,0.687,3.472,1001.65,3.267
4/26/2014,16:00:00,0.687,3.472,1001.45,3.265
4/26/2014,17:00:00,0.687,3.472,1001.75,3.262
4/26/2014,18:00:00,0.687,3.472,1002.05,3.264
4/26/2014,19:00:00,0.687,3.472,1002.15,3.266
4/26/2014,20:00:00,0.687,3.472,1002.65,3.264
4/26/2014,21:00:00,0.687,3.472,1003.15,3.262
4/26/2014,22:00:00,0.687,3.472,1003.55,3.263
4/26/2014,23:00:00,0.687,3.472,1003.95,3.259
4/27/2014,0:00:00,0.687,3.472,1004.25,3.261
4/27/2014,1:00:00,0.66,3.472,1004.35,3.26
4/27/2014,2:00:00,0.66,3.472,1004.65,3.26
4/27/2014,3:00:00,0.687,3.472,1004.95,3.262
4/27/2014,4:00:00,0.66,3.472,1005.25,3.26
4/27/2014,5:00:00,0.687,3.472,1005.45,3.26
4/27/2014,6:00:00,0.687,3.472,1005.55,3.26
4/27/2014,7:00:00,0.66,3.472,1005.75,3.26
4/27/2014,8:00:00,0.66,3.472,1005.75,3.263
4/27/2014,9:00:00,0.66,3.472,1005.75,3.265
4/27/2014,10:00:00,0.687,3.472,1005.85,3.264
4/27/2014,11:00:00,0.687,3.472,1006.05,3.265
4/27/2014,12:00:00,0.66,3.472,1006.15,3.267
4/27/2014,13:00:00,0.687,3.472,1006.25,3.265
4/27/2014,14:00:00,0.687,3.472,1006.45,3.267
4/27/2014,15:00:00,0.66,3.472,1006.75,3.267
4/27/2014,16:00:00,0.687,3.472,1006.95,3.265
4/27/2014,17:00:00,0.687,3.472,1007.35,3.265
4/27/2014,18:00:00,0.66,3.472,1007.75,3.264
4/27/2014,19:00:00,0.687,3.472,1008.25,3.263
4/27/2014,20:00:00,0.687,3.472,1008.65,3.264
4/27/2014,21:00:00,0.66,3.472,1008.95,3.263
4/27/2014,22:00:00,0.687,3.472,1009.15,3.265
4/27/2014,23:00:00,0.66,3.472,1009.65,3.263
4/28/2014,0:00:00,0.66,3.472,1010.15,3.263
4/28/2014,1:00:00,0.687,3.472,1010.45,3.263
4/28/2014,2:00:00,0.66,3.472,1010.75,3.263
4/28/2014,3:00:00,0.66,3.472,1010.85,3.264
4/28/2014,4:00:00,0.66,3.472,1011.15,3.263
4/28/2014,5:00:00,0.687,3.472,1011.25,3.262
4/28/2014,6:00:00,0.687,3.472,1011.65,3.259
4/28/2014,7:00:00,0.66,3.472,1011.85,3.259
4/28/2014,8:00:00,0.66,3.472,1011.85,3.259
4/28/2014,9:00:00,0.687,3.472,1011.55,3.262
4/28/2014,10:00:00,0.687,3.472,1011.15,3.263
4/28/2014,11:00:00,0.66,3.472,1010.95,3.266
4/28/2014,12:00:00,0.687,3.472,1010.55,3.266
4/28/2014,13:00:00,0.687,3.472,1010.35,3.269
4/28/2014,14:00:00,0.66,3.472,1010.15,3.271
4/28/2014,15:00:00,0.687,3.472,1010.25,3.269
4/28/2014,16:00:00,0.66,3.472,1010.15,3.268
4/28/2014,17:00:00,0.687,3.472,1010.05,3.269
4/28/2014,18:00:00,0.687,3.472,1009.95,3.268
4/28/2014,19:00:00,0.687,3.472,1009.65,3.27
4/28/2014,20:00:00,0.687,3.472,1009.45,3.267
4/28/2014,21:00:00,0.66,3.472,1009.05,3.27
4/28/2014,22:00:00,0.66,3.472,1008.95,3.263
4/28/2014,23:00:00,0.66,3.472,1008.65,3.261
4/29/2014,0:00:00,0.66,3.472,1008.35,3.262
4/29/2014,1:00:00,0.66,3.472,1007.65,3.26
4/29/2014,2:00:00,0.66,3.472,1007.45,3.257
4/29/2014,3:00:00,0.66,3.472,1007.05,3.26
4/29/2014,4:00:00,0.687,3.472,1006.15,3.256
4/29/2014,5:00:00,0.687,3.472,1005.15,3.261
4/29/2014,6:00:00,0.66,3.472,1004.85,3.26
4/29/2014,7:00:00,0.687,3.472,1004.45,3.26
4/29/2014,8:00:00,0.66,3.472,1003.95,3.258
4/29/2014,9:00:00,0.632,3.472,1003.35,3.259
4/29/2014,10:00:00,0.632,3.472,1003.35,3.264
4/29/2014,11:00:00,0.687,3.472,1003.65,3.264
4/29/2014,12:00:00,0.66,3.472,1004.05,3.263
4/29/2014,13:00:00,0.66,3.472,1004.05,3.265
4/29/2014,14:00:00,0.66,3.472,1004.65,3.27
4/29/2014,15:00:00,0.66,3.472,1005.75,3.265
4/29/2014,16:00:00,0.66,3.472,1006.75,3.266
4/29/2014,17:00:00,0.66,3.472,1007.65,3.265
4/29/2014,18:00:00,0.632,3.472,1008.45,3.263
4/29/2014,19:00:00,0.66,3.472,1009.25,3.263
4/29/2014,20:00:00,0.66,3.472,1010.05,3.263
4/29/2014,21:00:00,0.66,3.472,1011.05,3.264
4/29/2014,22:00:00,0.66,3.472,1011.95,3.262
4/29/2014,23:00:00,0.66,3.472,1012.85,3.261
4/30/2014,0:00:00,0.66,3.472,1013.85,3.262
4/30/2014,1:00:00,0.66,3.472,1014.65,3.262
4/30/2014,2:00:00,0.66,3.472,1015.45,3.262
4/30/2014,3:00:00,0.66,3.472,1016.15,3.263
4/30/2014,4:00:00,0.632,3.472,1016.85,3.262
4/30/2014,5:00:00,0.632,3.472,1017.45,3.262
4/30/2014,6:00:00,0.66,3.472,1018.05,3.263
4/30/2014,7:00:00,0.632,3.472,1018.25,3.259
4/30/2014,8:00:00,0.632,3.472,1018.35,3.261
4/30/2014,9:00:00,0.66,3.472,1018.45,3.263
4/30/2014,10:00:00,0.66,3.472,1018.55,3.266
4/30/2014,11:00:00,0.632,3.472,1018.95,3.265
4/30/2014,12:00:00,0.66,3.472,1019.25,3.263
4/30/2014,13:00:00,0.66,3.472,1019.35,3.264
4/30/2014,14:00:00,0.66,3.472,1019.25,3.267
4/30/2014,15:00:00,0.66,3.472,1019.35,3.266
4/30/2014,16:00:00,0.66,3.472,1019.45,3.266
4/30/2014,17:00:00,0.66,3.472,1019.65,3.267
4/30/2014,18:00:00,0.66,3.472,1019.95,3.267
