,,WTS-28,WP12-28,,,,Float,,,,,Cond-3,,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, meters",,Date,"Time, AST",TempC,RH%,,Date,"Time, GMT-05:00","Full Range, ?S/cm","Temp, °C"
2/24/2015,20:00:00,-9.439,1.872,1013.45,2.07,,2/24/2015,20:00:00,-10.898,97.284,,,,,
2/24/2015,21:00:00,-9.405,1.872,1013.55,2.076,,2/24/2015,21:00:00,-9.816,98.369,,,,,
2/24/2015,22:00:00,-9.371,1.872,1014.25,2.076,,2/24/2015,22:00:00,-9.473,98.222,,,,,
2/24/2015,23:00:00,-9.337,1.872,1015.15,2.08,,2/24/2015,23:00:00,-9.782,97.385,,,,,
2/25/2015,0:00:00,-9.303,1.872,1016.25,2.076,,2/25/2015,0:00:00,-10.722,96.249,,,,,
2/25/2015,1:00:00,-9.269,1.872,1016.75,2.071,,2/25/2015,1:00:00,-11.794,95.395,,,,,
2/25/2015,2:00:00,-9.235,1.872,1016.75,2.069,,2/25/2015,2:00:00,-12.565,95.084,,,,,
2/25/2015,3:00:00,-9.168,1.872,1016.35,2.068,,2/25/2015,3:00:00,-12.38,95.883,,,,,
2/25/2015,4:00:00,-9.168,1.872,1016.05,2.071,,2/25/2015,4:00:00,-10.792,97.721,,,,,
2/25/2015,5:00:00,-9.168,1.872,1015.95,2.068,,2/25/2015,5:00:00,-10.023,98.172,,,,,
2/25/2015,6:00:00,-9.168,1.872,1015.65,2.068,,2/25/2015,6:00:00,-9.747,98.073,,,,,
2/25/2015,7:00:00,-9.168,1.872,1015.05,2.067,,2/25/2015,7:00:00,-9.337,98.645,,,,,
2/25/2015,8:00:00,-9.134,1.872,1014.35,2.066,,2/25/2015,8:00:00,-8.53,99.201,,,,,
2/25/2015,9:00:00,-9.1,1.872,1013.95,2.067,,2/25/2015,9:00:00,-8.53,98.93,,,,,
2/25/2015,10:00:00,-9.033,1.872,1013.75,2.072,,2/25/2015,10:00:00,-8.397,98.969,,,,,
2/25/2015,11:00:00,-8.999,1.872,1013.65,2.073,,2/25/2015,11:00:00,-8.132,99.274,,,,,
2/25/2015,12:00:00,-8.898,1.872,1013.95,2.072,,2/25/2015,12:00:00,-7.968,99.368,,,,,
2/25/2015,13:00:00,-8.864,1.872,1013.55,2.076,,2/25/2015,13:00:00,-7.706,99.627,,,,,
2/25/2015,14:00:00,-8.797,1.872,1012.95,2.079,,2/25/2015,14:00:00,-7.09,100,,,,,
2/25/2015,15:00:00,-8.73,1.872,1012.15,2.087,,2/25/2015,15:00:00,-6.77,100,,,,,
2/25/2015,16:00:00,-8.63,1.872,1011.15,2.095,,2/25/2015,16:00:00,-6.706,100,,,,,
2/25/2015,17:00:00,-8.597,1.872,1010.05,2.105,,2/25/2015,17:00:00,-7.026,99.739,,,,,
2/25/2015,18:00:00,-8.53,1.872,1008.95,2.111,,2/25/2015,18:00:00,-7.122,99.981,,,,,
2/25/2015,19:00:00,-8.43,1.872,1007.55,2.124,,2/25/2015,19:00:00,-6.93,100,,,,,
2/25/2015,20:00:00,-8.364,1.872,1006.35,2.132,,2/25/2015,20:00:00,-6.642,100,,,,,
2/25/2015,21:00:00,-8.297,1.872,1005.35,2.138,,2/25/2015,21:00:00,-6.738,100,,,,,
2/25/2015,22:00:00,-8.231,1.872,1004.35,2.146,,2/25/2015,22:00:00,-6.93,99.926,,,,,
2/25/2015,23:00:00,-8.165,1.872,1003.45,2.153,,2/25/2015,23:00:00,-6.962,100,,,,,
2/26/2015,0:00:00,-8.066,1.872,1002.65,2.158,,2/26/2015,0:00:00,-6.834,100,,,,,
2/26/2015,1:00:00,-8,1.872,1001.95,2.165,,2/26/2015,1:00:00,-6.706,100,,,,,
2/26/2015,2:00:00,-7.935,1.872,1000.95,2.165,,2/26/2015,2:00:00,-6.547,100,,,,,
2/26/2015,3:00:00,-7.836,1.872,1000.05,2.169,,2/26/2015,3:00:00,-6.452,100,,,,,
2/26/2015,4:00:00,-7.804,1.872,999.05,2.175,,2/26/2015,4:00:00,-6.325,100,,,,,
2/26/2015,5:00:00,-7.706,1.872,998.15,2.179,,2/26/2015,5:00:00,-6.262,100,,,,,
2/26/2015,6:00:00,-7.64,1.872,997.25,2.183,,2/26/2015,6:00:00,-6.136,100,,,,,
2/26/2015,7:00:00,-7.575,1.872,996.65,2.189,,2/26/2015,7:00:00,-6.105,100,,,,,
2/26/2015,8:00:00,-7.51,1.872,996.15,2.192,,2/26/2015,8:00:00,-6.073,100,,,,,
2/26/2015,9:00:00,-7.445,1.872,995.85,2.195,,2/26/2015,9:00:00,-5.854,100,,,,,
2/26/2015,10:00:00,-7.381,1.872,996.25,2.196,,2/26/2015,10:00:00,-5.76,100,,,,,
2/26/2015,11:00:00,-7.316,1.872,996.55,2.197,,2/26/2015,11:00:00,-5.698,100,,,,,
2/26/2015,12:00:00,-7.251,1.872,996.95,2.194,,2/26/2015,12:00:00,-5.388,100,,,,,
2/26/2015,13:00:00,-7.187,1.872,997.35,2.195,,2/26/2015,13:00:00,-4.926,100,,,,,
2/26/2015,14:00:00,-7.122,1.872,997.55,2.195,,2/26/2015,14:00:00,-4.651,100,,,,,
2/26/2015,15:00:00,-7.058,1.872,997.45,2.191,,2/26/2015,15:00:00,-4.408,100,,,,,
2/26/2015,16:00:00,-6.994,1.872,997.45,2.189,,2/26/2015,16:00:00,-4.348,100,,,,,
2/26/2015,17:00:00,-6.898,1.872,997.45,2.187,,2/26/2015,17:00:00,-4.287,100,,,,,
2/26/2015,18:00:00,-6.802,1.872,996.95,2.184,,2/26/2015,18:00:00,-4.227,100,,,,,
2/26/2015,19:00:00,-6.738,1.872,996.85,2.18,,2/26/2015,19:00:00,-4.167,100,,,,,
2/26/2015,20:00:00,-6.674,1.872,996.75,2.179,,2/26/2015,20:00:00,-4.016,100,,,,,
2/26/2015,21:00:00,-6.579,1.872,996.85,2.175,,2/26/2015,21:00:00,-3.926,100,,,,,
2/26/2015,22:00:00,-6.515,1.872,996.85,2.17,,2/26/2015,22:00:00,-3.777,100,,,,,
2/26/2015,23:00:00,-6.42,1.872,997.05,2.169,,2/26/2015,23:00:00,-3.627,100,,,,,
2/27/2015,0:00:00,-6.357,1.872,997.45,2.164,,2/27/2015,0:00:00,-3.39,100,,,,,
2/27/2015,1:00:00,-6.262,1.872,997.95,2.16,,2/27/2015,1:00:00,-3.153,100,,,,,
2/27/2015,2:00:00,-6.168,1.872,999.35,2.16,,2/27/2015,2:00:00,-3.065,100,,,,,
2/27/2015,3:00:00,-6.105,1.872,1000.95,2.15,,2/27/2015,3:00:00,-3.183,100,,,,,
2/27/2015,4:00:00,-6.01,1.872,1002.45,2.145,,2/27/2015,4:00:00,-3.687,100,,,,,
2/27/2015,5:00:00,-5.916,1.872,1004.65,2.141,,2/27/2015,5:00:00,-5.018,100,,,,,
2/27/2015,6:00:00,-5.854,1.872,1007.15,2.126,,2/27/2015,6:00:00,-6.706,100,,,,,
2/27/2015,7:00:00,-5.791,1.764,1009.45,2.113,,2/27/2015,7:00:00,-8.264,99.008,,,,,
2/27/2015,8:00:00,-5.729,1.764,1011.25,2.106,,2/27/2015,8:00:00,-9.405,98.129,,,,,
2/27/2015,9:00:00,-5.698,1.872,1012.75,2.099,,2/27/2015,9:00:00,-10.371,97.439,,,,,
2/27/2015,10:00:00,-5.698,1.872,1014.35,2.093,,2/27/2015,10:00:00,-11.111,96.906,,,,,
2/27/2015,11:00:00,-5.729,1.872,1015.55,2.084,,2/27/2015,11:00:00,-11.577,96.635,,,,,
2/27/2015,12:00:00,-5.76,1.764,1016.65,2.085,,2/27/2015,12:00:00,-11.613,96.624,,,,,
2/27/2015,13:00:00,-5.791,1.764,1017.85,2.08,,2/27/2015,13:00:00,-11.686,96.513,,,,,
2/27/2015,14:00:00,-5.854,1.872,1018.15,2.073,,2/27/2015,14:00:00,-11.722,96.367,,,,,
2/27/2015,15:00:00,-5.916,1.872,1018.55,2.071,,2/27/2015,15:00:00,-11.577,96.364,,,,,
2/27/2015,16:00:00,-5.979,1.872,1018.75,2.064,,2/27/2015,16:00:00,-11.433,96.315,,,,,
2/27/2015,17:00:00,-6.042,1.872,1018.25,2.062,,2/27/2015,17:00:00,-11.29,96.176,,,,,
2/27/2015,18:00:00,-6.105,1.872,1017.05,2.059,,2/27/2015,18:00:00,-11.076,96.328,,,,,
2/27/2015,19:00:00,-6.168,1.872,1016.05,2.057,,2/27/2015,19:00:00,-10.722,96.386,,,,,
2/27/2015,20:00:00,-6.231,1.872,1014.95,2.053,,2/27/2015,20:00:00,-10.301,96.439,,,,,
2/27/2015,21:00:00,-6.294,1.872,1013.05,2.054,,2/27/2015,21:00:00,-9.782,96.567,,,,,
2/27/2015,22:00:00,-6.357,1.872,1011.45,2.055,,2/27/2015,22:00:00,-9.405,97.04,,,,,
2/27/2015,23:00:00,-6.388,1.872,1010.55,2.054,,2/27/2015,23:00:00,-9.033,97.876,,,,,
2/28/2015,0:00:00,-6.42,1.872,1009.75,2.052,,2/28/2015,0:00:00,-8.264,98.85,,,,,
2/28/2015,1:00:00,-6.452,1.872,1008.65,2.053,,2/28/2015,1:00:00,-7.575,99.756,,,,,
2/28/2015,2:00:00,-6.452,1.872,1007.95,2.057,,2/28/2015,2:00:00,-6.93,100,,,,,
2/28/2015,3:00:00,-6.483,1.872,1007.55,2.054,,2/28/2015,3:00:00,-6.483,100,,,,,
2/28/2015,4:00:00,-6.452,1.872,1007.05,2.052,,2/28/2015,4:00:00,-6.136,100,,,,,
2/28/2015,5:00:00,-6.452,1.872,1006.15,2.053,,2/28/2015,5:00:00,-6.042,100,,,,,
2/28/2015,6:00:00,-6.42,1.872,1005.25,2.052,,2/28/2015,6:00:00,-6.01,100,,,,,
2/28/2015,7:00:00,-6.388,1.872,1004.15,2.05,,2/28/2015,7:00:00,-5.823,100,,,,,
2/28/2015,8:00:00,-6.325,1.764,1002.95,2.048,,2/28/2015,8:00:00,-5.574,100,,,,,
