,,WTS-28,WP12-28,,,,Float,,,,,Cond-3,,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, meters",,Date,"Time, AST",TempC,RH%,,Date,"Time, GMT-05:00","Full Range, ?S/cm","Temp, °C"
10/1/2014,7:00:00,0.934,1.003,1010.65,2.025,,10/1/2014,7:00:00,1.832,100,,,,,
10/1/2014,8:00:00,0.962,1.003,1010.45,2.026,,10/1/2014,8:00:00,1.994,100,,,,,
10/1/2014,9:00:00,0.989,1.003,1010.45,2.024,,10/1/2014,9:00:00,2.021,100,,,,,
10/1/2014,10:00:00,0.989,1.112,1010.65,2.022,,10/1/2014,10:00:00,1.994,100,,,,,
10/1/2014,11:00:00,0.989,1.112,1010.75,2.026,,10/1/2014,11:00:00,1.805,100,,,,,
10/1/2014,12:00:00,0.989,1.112,1011.15,2.024,,10/1/2014,12:00:00,1.859,100,,,,,
10/1/2014,13:00:00,1.017,1.112,1011.55,2.025,,10/1/2014,13:00:00,1.751,100,,,,,
10/1/2014,14:00:00,1.017,1.112,1011.95,2.029,,10/1/2014,14:00:00,1.425,100,,,,,
10/1/2014,15:00:00,1.044,1.112,1012.45,2.026,,10/1/2014,15:00:00,1.425,100,,,,,
10/1/2014,16:00:00,1.044,1.112,1012.95,2.026,,10/1/2014,16:00:00,1.235,100,,,,,
10/1/2014,17:00:00,1.044,1.112,1013.45,2.028,,10/1/2014,17:00:00,1.208,100,,,,,
10/1/2014,18:00:00,1.017,1.112,1014.05,2.033,,10/1/2014,18:00:00,0.715,100,,,,,
10/1/2014,19:00:00,0.989,1.112,1014.75,2.031,,10/1/2014,19:00:00,0.246,100,,,,,
10/1/2014,20:00:00,0.962,1.112,1015.65,2.029,,10/1/2014,20:00:00,0.079,100,,,,,
10/1/2014,21:00:00,0.962,1.003,1016.15,2.03,,10/1/2014,21:00:00,-0.088,100,,,,,
10/1/2014,22:00:00,0.962,1.003,1016.75,2.033,,10/1/2014,22:00:00,-0.171,100,,,,,
10/1/2014,23:00:00,0.934,1.003,1017.15,2.027,,10/1/2014,23:00:00,-0.311,100,,,,,
10/2/2014,0:00:00,0.907,1.003,1017.65,2.03,,10/2/2014,0:00:00,-0.62,100,,,,,
10/2/2014,1:00:00,0.907,1.003,1018.05,2.031,,10/2/2014,1:00:00,-0.423,100,,,,,
10/2/2014,2:00:00,0.962,1.003,1018.25,2.029,,10/2/2014,2:00:00,-0.367,100,,,,,
10/2/2014,3:00:00,0.907,1.003,1018.45,2.031,,10/2/2014,3:00:00,-0.395,100,,,,,
10/2/2014,4:00:00,0.825,0.893,1018.55,2.028,,10/2/2014,4:00:00,-0.507,100,,,,,
10/2/2014,5:00:00,0.77,0.893,1018.35,2.03,,10/2/2014,5:00:00,-0.732,100,,,,,
10/2/2014,6:00:00,0.742,0.893,1018.15,2.029,,10/2/2014,6:00:00,-1.157,100,,,,,
10/2/2014,7:00:00,0.77,0.893,1018.05,2.03,,10/2/2014,7:00:00,-1.242,100,,,,,
10/2/2014,8:00:00,0.77,0.893,1017.85,2.028,,10/2/2014,8:00:00,-1.128,100,,,,,
10/2/2014,9:00:00,0.742,0.893,1017.75,2.029,,10/2/2014,9:00:00,-1.043,100,,,,,
10/2/2014,10:00:00,0.742,0.893,1017.35,2.032,,10/2/2014,10:00:00,-0.789,100,,,,,
10/2/2014,11:00:00,0.742,0.784,1017.15,2.03,,10/2/2014,11:00:00,-0.873,100,,,,,
10/2/2014,12:00:00,0.742,0.784,1016.85,2.03,,10/2/2014,12:00:00,-0.817,100,,,,,
10/2/2014,13:00:00,0.77,0.893,1016.75,2.033,,10/2/2014,13:00:00,-0.845,100,,,,,
10/2/2014,14:00:00,0.852,0.893,1016.35,2.034,,10/2/2014,14:00:00,-0.704,100,,,,,
10/2/2014,15:00:00,0.88,1.003,1016.15,2.03,,10/2/2014,15:00:00,-0.563,100,,,,,
10/2/2014,16:00:00,0.907,1.003,1015.65,2.03,,10/2/2014,16:00:00,-0.283,100,,,,,
10/2/2014,17:00:00,0.907,1.003,1015.25,2.035,,10/2/2014,17:00:00,-0.451,100,,,,,
10/2/2014,18:00:00,0.88,1.003,1014.85,2.034,,10/2/2014,18:00:00,-0.395,100,,,,,
10/2/2014,19:00:00,0.852,0.893,1014.65,2.034,,10/2/2014,19:00:00,-0.704,100,,,,,
10/2/2014,20:00:00,0.632,0.784,1014.25,2.035,,10/2/2014,20:00:00,-0.845,100,,,,,
10/2/2014,21:00:00,0.384,0.563,1014.15,2.037,,10/2/2014,21:00:00,-0.732,100,,,,,
10/2/2014,22:00:00,0.329,0.453,1013.85,2.037,,10/2/2014,22:00:00,-0.817,100,,,,,
10/2/2014,23:00:00,0.329,0.453,1013.55,2.038,,10/2/2014,23:00:00,-0.958,100,,,,,
10/3/2014,0:00:00,0.273,0.343,1013.25,2.041,,10/3/2014,0:00:00,-1.157,100,,,,,
10/3/2014,1:00:00,0.384,0.563,1013.15,2.039,,10/3/2014,1:00:00,-0.845,100,,,,,
10/3/2014,2:00:00,0.439,0.563,1012.85,2.037,,10/3/2014,2:00:00,-0.873,100,,,,,
10/3/2014,3:00:00,0.495,0.563,1012.55,2.037,,10/3/2014,3:00:00,-0.845,100,,,,,
10/3/2014,4:00:00,0.522,0.563,1012.25,2.036,,10/3/2014,4:00:00,-1.015,100,,,,,
10/3/2014,5:00:00,0.522,0.563,1012.05,2.035,,10/3/2014,5:00:00,-1.157,100,,,,,
10/3/2014,6:00:00,0.439,0.563,1011.75,2.036,,10/3/2014,6:00:00,-1.185,100,,,,,
10/3/2014,7:00:00,0.439,0.563,1011.75,2.04,,10/3/2014,7:00:00,-1.1,100,,,,,
10/3/2014,8:00:00,0.412,0.563,1011.55,2.038,,10/3/2014,8:00:00,-1.128,100,,,,,
10/3/2014,9:00:00,0.412,0.563,1011.45,2.039,,10/3/2014,9:00:00,-1.242,100,,,,,
10/3/2014,10:00:00,0.218,0.453,1011.45,2.041,,10/3/2014,10:00:00,-1.356,100,,,,,
10/3/2014,11:00:00,0.301,0.453,1011.45,2.039,,10/3/2014,11:00:00,-1.356,100,,,,,
10/3/2014,12:00:00,0.329,0.453,1011.55,2.043,,10/3/2014,12:00:00,-1.47,100,,,,,
10/3/2014,13:00:00,0.329,0.563,1011.75,2.043,,10/3/2014,13:00:00,-1.384,100,,,,,
10/3/2014,14:00:00,0.412,0.563,1011.75,2.041,,10/3/2014,14:00:00,-1.213,100,,,,,
10/3/2014,15:00:00,0.439,0.563,1011.75,2.041,,10/3/2014,15:00:00,-1.299,100,,,,,
10/3/2014,16:00:00,0.439,0.563,1011.65,2.039,,10/3/2014,16:00:00,-1.9,100,,,,,
10/3/2014,17:00:00,0.412,0.563,1011.65,2.039,,10/3/2014,17:00:00,-2.566,100,,,,,
10/3/2014,18:00:00,0.356,0.563,1011.55,2.035,,10/3/2014,18:00:00,-2.479,100,,,,,
10/3/2014,19:00:00,0.301,0.674,1011.45,2.034,,10/3/2014,19:00:00,-2.596,100,,,,,
10/3/2014,20:00:00,0.384,0.674,1011.35,2.04,,10/3/2014,20:00:00,-2.334,100,,,,,
10/3/2014,21:00:00,0.356,0.674,1011.25,2.04,,10/3/2014,21:00:00,-2.015,100,,,,,
10/3/2014,22:00:00,0.356,0.674,1011.05,2.042,,10/3/2014,22:00:00,-1.871,100,,,,,
10/3/2014,23:00:00,0.301,0.674,1010.95,2.041,,10/3/2014,23:00:00,-2.276,100,,,,,
10/4/2014,0:00:00,0.246,0.563,1010.95,2.039,,10/4/2014,0:00:00,-2.276,100,,,,,
10/4/2014,1:00:00,0.19,0.563,1010.95,2.039,,10/4/2014,1:00:00,-2.305,100,,,,,
10/4/2014,2:00:00,0.301,0.563,1010.75,2.04,,10/4/2014,2:00:00,-2.247,100,,,,,
10/4/2014,3:00:00,0.246,0.453,1010.55,2.04,,10/4/2014,3:00:00,-2.247,100,,,,,
10/4/2014,4:00:00,0.246,0.453,1010.35,2.04,,10/4/2014,4:00:00,-2.654,100,,,,,
10/4/2014,5:00:00,0.246,0.453,1010.35,2.039,,10/4/2014,5:00:00,-2.918,100,,,,,
10/4/2014,6:00:00,0.19,0.343,1010.25,2.038,,10/4/2014,6:00:00,-2.859,100,,,,,
10/4/2014,7:00:00,0.163,0.343,1010.35,2.04,,10/4/2014,7:00:00,-3.094,100,,,,,
10/4/2014,8:00:00,0.135,0.343,1010.35,2.042,,10/4/2014,8:00:00,-2.947,100,,,,,
10/4/2014,9:00:00,0.107,0.343,1010.45,2.041,,10/4/2014,9:00:00,-3.33,100,,,,,
10/4/2014,10:00:00,0.107,0.343,1010.65,2.041,,10/4/2014,10:00:00,-2.976,100,,,,,
10/4/2014,11:00:00,0.079,0.232,1010.65,2.044,,10/4/2014,11:00:00,-3.035,100,,,,,
10/4/2014,12:00:00,0.107,0.232,1010.85,2.044,,10/4/2014,12:00:00,-3.242,100,,,,,
10/4/2014,13:00:00,0.135,0.343,1011.15,2.044,,10/4/2014,13:00:00,-3.094,100,,,,,
10/4/2014,14:00:00,0.19,0.343,1011.35,2.042,,10/4/2014,14:00:00,-2.392,100,,,,,
10/4/2014,15:00:00,0.218,0.453,1011.55,2.038,,10/4/2014,15:00:00,-2.566,100,,,,,
10/4/2014,16:00:00,0.218,0.674,1011.65,2.037,,10/4/2014,16:00:00,-2.654,100,,,,,
10/4/2014,17:00:00,0.273,0.563,1011.55,2.038,,10/4/2014,17:00:00,-2.976,100,,,,,
10/4/2014,18:00:00,0.246,0.563,1011.55,2.04,,10/4/2014,18:00:00,-3.508,100,,,,,
10/4/2014,19:00:00,0.246,0.563,1011.75,2.038,,10/4/2014,19:00:00,-4.987,100,,,,,
10/4/2014,20:00:00,0.246,0.453,1011.85,2.04,,10/4/2014,20:00:00,-6.262,100,,,,,
10/4/2014,21:00:00,0.218,0.453,1012.05,2.04,,10/4/2014,21:00:00,-6.706,100,,,,,
10/4/2014,22:00:00,0.19,0.453,1012.05,2.038,,10/4/2014,22:00:00,-5.542,100,,,,,
10/4/2014,23:00:00,0.218,0.563,1012.05,2.042,,10/4/2014,23:00:00,-3.926,100,,,,,
10/5/2014,0:00:00,0.19,0.563,1012.25,2.04,,10/5/2014,0:00:00,-3.687,100,,,,,
10/5/2014,1:00:00,0.218,0.674,1012.35,2.037,,10/5/2014,1:00:00,-4.621,100,,,,,
10/5/2014,2:00:00,0.218,0.674,1012.35,2.037,,10/5/2014,2:00:00,-5.449,100,,,,,
10/5/2014,3:00:00,0.19,0.674,1012.05,2.037,,10/5/2014,3:00:00,-3.986,100,,,,,
10/5/2014,4:00:00,0.19,0.784,1011.95,2.038,,10/5/2014,4:00:00,-3.807,100,,,,,
10/5/2014,5:00:00,0.19,0.784,1011.95,2.034,,10/5/2014,5:00:00,-3.777,100,,,,,
10/5/2014,6:00:00,0.19,0.784,1011.45,2.032,,10/5/2014,6:00:00,-3.836,100,,,,,
10/5/2014,7:00:00,0.19,0.784,1011.05,2.037,,10/5/2014,7:00:00,-4.287,100,,,,,
10/5/2014,8:00:00,0.19,0.784,1010.85,2.034,,10/5/2014,8:00:00,-3.717,100,,,,,
10/5/2014,9:00:00,0.19,0.784,1010.45,2.038,,10/5/2014,9:00:00,-3.538,100,,,,,
10/5/2014,10:00:00,0.163,0.784,1010.25,2.036,,10/5/2014,10:00:00,-3.598,100,,,,,
10/5/2014,11:00:00,0.163,0.893,1010.15,2.036,,10/5/2014,11:00:00,-4.408,100,,,,,
10/5/2014,12:00:00,0.19,0.893,1009.85,2.037,,10/5/2014,12:00:00,-3.568,100,,,,,
10/5/2014,13:00:00,0.218,0.893,1009.65,2.039,,10/5/2014,13:00:00,-3.006,100,,,,,
10/5/2014,14:00:00,0.246,0.893,1009.35,2.037,,10/5/2014,14:00:00,-2.771,100,,,,,
10/5/2014,15:00:00,0.246,0.893,1009.05,2.038,,10/5/2014,15:00:00,-3.153,100,,,,,
10/5/2014,16:00:00,0.273,1.003,1009.05,2.033,,10/5/2014,16:00:00,-3.065,100,,,,,
10/5/2014,17:00:00,0.273,1.003,1009.05,2.042,,10/5/2014,17:00:00,-3.39,100,,,,,
10/5/2014,18:00:00,0.273,1.003,1009.55,2.04,,10/5/2014,18:00:00,-3.271,100,,,,,
10/5/2014,19:00:00,0.273,1.003,1009.95,2.041,,10/5/2014,19:00:00,-4.682,100,,,,,
10/5/2014,20:00:00,0.246,1.003,1010.55,2.04,,10/5/2014,20:00:00,-6.073,100,,,,,
10/5/2014,21:00:00,0.246,1.003,1011.05,2.042,,10/5/2014,21:00:00,-5.202,100,,,,,
10/5/2014,22:00:00,0.246,1.003,1011.75,2.041,,10/5/2014,22:00:00,-6.357,100,,,,,
10/5/2014,23:00:00,0.246,1.003,1012.35,2.04,,10/5/2014,23:00:00,-5.636,100,,,,,
10/6/2014,0:00:00,0.246,1.003,1012.95,2.041,,10/6/2014,0:00:00,-7.804,99.778,,,,,
10/6/2014,1:00:00,0.246,1.112,1013.45,2.039,,10/6/2014,1:00:00,-5.698,100,,,,,
10/6/2014,2:00:00,0.246,1.003,1013.95,2.041,,10/6/2014,2:00:00,-6.42,100,,,,,
10/6/2014,3:00:00,0.246,1.003,1014.65,2.039,,10/6/2014,3:00:00,-5.388,100,,,,,
10/6/2014,4:00:00,0.218,1.003,1015.25,2.043,,10/6/2014,4:00:00,-4.773,100,,,,,
10/6/2014,5:00:00,0.218,1.003,1015.85,2.042,,10/6/2014,5:00:00,-5.018,100,,,,,
10/6/2014,6:00:00,0.218,1.003,1016.45,2.041,,10/6/2014,6:00:00,-5.172,100,,,,,
10/6/2014,7:00:00,0.218,1.003,1017.05,2.038,,10/6/2014,7:00:00,-5.948,100,,,,,
10/6/2014,8:00:00,0.218,1.112,1017.65,2.042,,10/6/2014,8:00:00,-6.073,100,,,,,
10/6/2014,9:00:00,0.218,1.112,1018.45,2.041,,10/6/2014,9:00:00,-6.642,100,,,,,
10/6/2014,10:00:00,0.218,1.003,1019.05,2.038,,10/6/2014,10:00:00,-6.42,100,,,,,
10/6/2014,11:00:00,0.19,1.112,1019.45,2.041,,10/6/2014,11:00:00,-5.388,100,,,,,
10/6/2014,12:00:00,0.218,1.112,1019.85,2.044,,10/6/2014,12:00:00,-4.865,100,,,,,
10/6/2014,13:00:00,0.218,1.112,1020.35,2.044,,10/6/2014,13:00:00,-6.706,99.47,,,,,
10/6/2014,14:00:00,0.218,1.112,1020.85,2.042,,10/6/2014,14:00:00,-5.791,100,,,,,
10/6/2014,15:00:00,0.218,1.112,1021.45,2.041,,10/6/2014,15:00:00,-6.01,99.585,,,,,
10/6/2014,16:00:00,0.19,1.112,1021.85,2.039,,10/6/2014,16:00:00,-5.172,100,,,,,
10/6/2014,17:00:00,0.218,1.112,1022.15,2.039,,10/6/2014,17:00:00,-7.284,99.39,,,,,
10/6/2014,18:00:00,0.218,1.112,1022.65,2.041,,10/6/2014,18:00:00,-6.105,99.785,,,,,
10/6/2014,19:00:00,0.218,1.112,1023.15,2.039,,10/6/2014,19:00:00,-6.706,100,,,,,
10/6/2014,20:00:00,0.218,1.221,1023.55,2.04,,10/6/2014,20:00:00,-8,99.629,,,,,
10/6/2014,21:00:00,0.218,1.112,1024.05,2.038,,10/6/2014,21:00:00,-9.954,99.046,,,,,
10/6/2014,22:00:00,0.218,1.112,1024.35,2.037,,10/6/2014,22:00:00,-6.452,100,,,,,
10/6/2014,23:00:00,0.218,1.112,1024.65,2.039,,10/6/2014,23:00:00,-11.867,97.852,,,,,
10/7/2014,0:00:00,0.218,1.112,1025.25,2.04,,10/7/2014,0:00:00,-12.306,97.431,,,,,
10/7/2014,1:00:00,0.218,1.112,1025.65,2.037,,10/7/2014,1:00:00,-12.751,97.01,,,,,
10/7/2014,2:00:00,0.218,1.112,1025.85,2.037,,10/7/2014,2:00:00,-12.676,97.032,,,,,
10/7/2014,3:00:00,0.19,1.112,1025.95,2.034,,10/7/2014,3:00:00,-9.954,98.553,,,,,
10/7/2014,4:00:00,0.19,1.112,1026.05,2.035,,10/7/2014,4:00:00,-8.463,99.491,,,,,
10/7/2014,5:00:00,0.218,1.112,1025.95,2.036,,10/7/2014,5:00:00,-7.348,100,,,,,
10/7/2014,6:00:00,0.19,1.221,1025.95,2.039,,10/7/2014,6:00:00,-6.962,100,,,,,
10/7/2014,7:00:00,0.19,1.221,1026.25,2.038,,10/7/2014,7:00:00,-6.706,100,,,,,
10/7/2014,8:00:00,0.19,1.221,1026.45,2.038,,10/7/2014,8:00:00,-8.264,99.46,,,,,
10/7/2014,9:00:00,0.19,1.221,1026.55,2.035,,10/7/2014,9:00:00,-6.706,100,,,,,
10/7/2014,10:00:00,0.19,1.221,1026.25,2.038,,10/7/2014,10:00:00,-5.698,100,,,,,
10/7/2014,11:00:00,0.19,1.33,1026.45,2.038,,10/7/2014,11:00:00,-5.698,100,,,,,
10/7/2014,12:00:00,0.19,1.221,1026.55,2.035,,10/7/2014,12:00:00,-5.449,100,,,,,
10/7/2014,13:00:00,0.218,1.33,1026.65,2.036,,10/7/2014,13:00:00,-5.018,99.879,,,,,
10/7/2014,14:00:00,0.218,1.33,1026.35,2.034,,10/7/2014,14:00:00,-4.651,99.712,,,,,
10/7/2014,15:00:00,0.246,1.33,1026.25,2.035,,10/7/2014,15:00:00,-5.574,100,,,,,
10/7/2014,16:00:00,0.246,1.221,1026.05,2.033,,10/7/2014,16:00:00,-5.049,100,,,,,
10/7/2014,17:00:00,0.246,1.33,1025.85,2.034,,10/7/2014,17:00:00,-5.018,100,,,,,
10/7/2014,18:00:00,0.246,1.33,1025.55,2.035,,10/7/2014,18:00:00,-5.729,100,,,,,
10/7/2014,19:00:00,0.246,1.33,1025.45,2.034,,10/7/2014,19:00:00,-5.854,100,,,,,
10/7/2014,20:00:00,0.246,1.33,1025.25,2.035,,10/7/2014,20:00:00,-5.885,100,,,,,
10/7/2014,21:00:00,0.218,1.33,1025.15,2.034,,10/7/2014,21:00:00,-6.073,100,,,,,
10/7/2014,22:00:00,0.246,1.33,1024.95,2.033,,10/7/2014,22:00:00,-6.61,100,,,,,
10/7/2014,23:00:00,0.218,1.33,1024.85,2.034,,10/7/2014,23:00:00,-8.999,99.691,,,,,
10/8/2014,0:00:00,0.218,1.33,1025.05,2.033,,10/8/2014,0:00:00,-11.65,98.095,,,,,
10/8/2014,1:00:00,0.218,1.33,1025.15,2.034,,10/8/2014,1:00:00,-12.975,97.033,,,,,
10/8/2014,2:00:00,0.218,1.33,1025.05,2.032,,10/8/2014,2:00:00,-12.938,96.91,,,,,
10/8/2014,3:00:00,0.218,1.33,1024.75,2.031,,10/8/2014,3:00:00,-12.975,96.72,,,,,
10/8/2014,4:00:00,0.218,1.33,1024.45,2.031,,10/8/2014,4:00:00,-12.086,97.384,,,,,
10/8/2014,5:00:00,0.218,1.33,1024.05,2.032,,10/8/2014,5:00:00,-9.235,98.946,,,,,
10/8/2014,6:00:00,0.19,1.33,1023.65,2.032,,10/8/2014,6:00:00,-7.348,100,,,,,
10/8/2014,7:00:00,0.218,1.33,1023.35,2.034,,10/8/2014,7:00:00,-5.885,100,,,,,
10/8/2014,8:00:00,0.218,1.33,1022.95,2.033,,10/8/2014,8:00:00,-5.357,100,,,,,
10/8/2014,9:00:00,0.218,1.33,1022.65,2.034,,10/8/2014,9:00:00,-5.079,100,,,,,
10/8/2014,10:00:00,0.218,1.33,1022.45,2.034,,10/8/2014,10:00:00,-4.408,100,,,,,
10/8/2014,11:00:00,0.218,1.33,1022.25,2.033,,10/8/2014,11:00:00,-4.167,100,,,,,
10/8/2014,12:00:00,0.218,1.33,1022.05,2.032,,10/8/2014,12:00:00,-4.257,100,,,,,
10/8/2014,13:00:00,0.246,1.33,1021.65,2.032,,10/8/2014,13:00:00,-4.227,100,,,,,
10/8/2014,14:00:00,0.246,1.33,1021.05,2.033,,10/8/2014,14:00:00,-3.747,100,,,,,
10/8/2014,15:00:00,0.246,1.33,1020.55,2.03,,10/8/2014,15:00:00,-3.419,100,,,,,
10/8/2014,16:00:00,0.246,1.33,1019.95,2.033,,10/8/2014,16:00:00,-3.094,100,,,,,
10/8/2014,17:00:00,0.246,1.33,1019.45,2.033,,10/8/2014,17:00:00,-2.8,100,,,,,
10/8/2014,18:00:00,0.246,1.33,1019.05,2.032,,10/8/2014,18:00:00,-3.212,100,,,,,
10/8/2014,19:00:00,0.246,1.33,1018.55,2.033,,10/8/2014,19:00:00,-3.807,100,,,,,
10/8/2014,20:00:00,0.246,1.33,1018.25,2.035,,10/8/2014,20:00:00,-4.318,100,,,,,
10/8/2014,21:00:00,0.246,1.33,1017.95,2.034,,10/8/2014,21:00:00,-4.318,100,,,,,
10/8/2014,22:00:00,0.218,1.439,1017.55,2.033,,10/8/2014,22:00:00,-3.807,100,,,,,
10/8/2014,23:00:00,0.246,1.33,1017.15,2.032,,10/8/2014,23:00:00,-4.227,100,,,,,
10/9/2014,0:00:00,0.246,1.33,1016.75,2.031,,10/9/2014,0:00:00,-4.046,100,,,,,
10/9/2014,1:00:00,0.218,1.33,1016.25,2.035,,10/9/2014,1:00:00,-3.777,100,,,,,
10/9/2014,2:00:00,0.218,1.33,1015.85,2.032,,10/9/2014,2:00:00,-3.777,100,,,,,
10/9/2014,3:00:00,0.218,1.33,1015.35,2.034,,10/9/2014,3:00:00,-4.046,100,,,,,
10/9/2014,4:00:00,0.218,1.33,1014.65,2.032,,10/9/2014,4:00:00,-4.197,100,,,,,
10/9/2014,5:00:00,0.218,1.33,1014.15,2.032,,10/9/2014,5:00:00,-4.287,100,,,,,
10/9/2014,6:00:00,0.218,1.33,1013.65,2.032,,10/9/2014,6:00:00,-4.076,100,,,,,
10/9/2014,7:00:00,0.218,1.33,1013.25,2.031,,10/9/2014,7:00:00,-5.11,100,,,,,
10/9/2014,8:00:00,0.218,1.33,1012.75,2.033,,10/9/2014,8:00:00,-5.202,100,,,,,
10/9/2014,9:00:00,0.218,1.33,1012.45,2.031,,10/9/2014,9:00:00,-4.287,100,,,,,
10/9/2014,10:00:00,0.218,1.33,1012.35,2.034,,10/9/2014,10:00:00,-4.865,100,,,,,
10/9/2014,11:00:00,0.218,1.439,1012.15,2.032,,10/9/2014,11:00:00,-4.408,100,,,,,
10/9/2014,12:00:00,0.218,1.439,1012.05,2.035,,10/9/2014,12:00:00,-4.378,100,,,,,
10/9/2014,13:00:00,0.218,1.33,1011.95,2.036,,10/9/2014,13:00:00,-4.348,100,,,,,
10/9/2014,14:00:00,0.218,1.439,1011.65,2.037,,10/9/2014,14:00:00,-4.287,100,,,,,
10/9/2014,15:00:00,0.218,1.439,1011.45,2.033,,10/9/2014,15:00:00,-4.469,100,,,,,
10/9/2014,16:00:00,0.218,1.439,1011.05,2.033,,10/9/2014,16:00:00,-4.53,100,,,,,
10/9/2014,17:00:00,0.218,1.439,1010.85,2.034,,10/9/2014,17:00:00,-4.651,100,,,,,
10/9/2014,18:00:00,0.218,1.439,1010.65,2.034,,10/9/2014,18:00:00,-4.957,100,,,,,
10/9/2014,19:00:00,0.218,1.439,1010.65,2.032,,10/9/2014,19:00:00,-5.264,100,,,,,
10/9/2014,20:00:00,0.218,1.439,1010.45,2.034,,10/9/2014,20:00:00,-5.141,100,,,,,
10/9/2014,21:00:00,0.218,1.439,1010.45,2.033,,10/9/2014,21:00:00,-5.141,100,,,,,
10/9/2014,22:00:00,0.19,1.439,1010.25,2.035,,10/9/2014,22:00:00,-5.636,100,,,,,
10/9/2014,23:00:00,0.218,1.439,1010.15,2.036,,10/9/2014,23:00:00,-5.698,100,,,,,
10/10/2014,0:00:00,0.19,1.439,1009.85,2.034,,10/10/2014,0:00:00,-5.979,100,,,,,
10/10/2014,1:00:00,0.19,1.439,1009.45,2.034,,10/10/2014,1:00:00,-5.511,99.824,,,,,
10/10/2014,2:00:00,0.19,1.439,1009.15,2.031,,10/10/2014,2:00:00,-5.667,99.915,,,,,
10/10/2014,3:00:00,0.19,1.439,1008.65,2.034,,10/10/2014,3:00:00,-5.854,100,,,,,
10/10/2014,4:00:00,0.19,1.439,1008.35,2.035,,10/10/2014,4:00:00,-6.073,100,,,,,
10/10/2014,5:00:00,0.19,1.439,1008.25,2.036,,10/10/2014,5:00:00,-6.136,100,,,,,
10/10/2014,6:00:00,0.19,1.439,1008.15,2.032,,10/10/2014,6:00:00,-6.262,100,,,,,
10/10/2014,7:00:00,0.19,1.439,1007.65,2.036,,10/10/2014,7:00:00,-6.073,100,,,,,
10/10/2014,8:00:00,0.19,1.439,1007.25,2.036,,10/10/2014,8:00:00,-6.262,100,,,,,
10/10/2014,9:00:00,0.19,1.439,1007.05,2.037,,10/10/2014,9:00:00,-5.916,100,,,,,
10/10/2014,10:00:00,0.19,1.439,1006.95,2.036,,10/10/2014,10:00:00,-5.511,100,,,,,
10/10/2014,11:00:00,0.19,1.439,1006.75,2.036,,10/10/2014,11:00:00,-5.76,100,,,,,
10/10/2014,12:00:00,0.19,1.439,1006.35,2.035,,10/10/2014,12:00:00,-6.042,100,,,,,
10/10/2014,13:00:00,0.19,1.439,1006.05,2.037,,10/10/2014,13:00:00,-5.854,100,,,,,
10/10/2014,14:00:00,0.19,1.439,1005.65,2.039,,10/10/2014,14:00:00,-6.01,100,,,,,
10/10/2014,15:00:00,0.19,1.439,1005.55,2.04,,10/10/2014,15:00:00,-5.418,100,,,,,
10/10/2014,16:00:00,0.19,1.439,1005.45,2.033,,10/10/2014,16:00:00,-6.674,100,,,,,
10/10/2014,17:00:00,0.19,1.439,1005.25,2.036,,10/10/2014,17:00:00,-5.636,100,,,,,
10/10/2014,18:00:00,0.19,1.439,1005.25,2.035,,10/10/2014,18:00:00,-5.729,100,,,,,
10/10/2014,19:00:00,0.19,1.439,1005.35,2.039,,10/10/2014,19:00:00,-5.76,100,,,,,
10/10/2014,20:00:00,0.19,1.439,1005.55,2.039,,10/10/2014,20:00:00,-6.01,100,,,,,
10/10/2014,21:00:00,0.19,1.439,1005.85,2.039,,10/10/2014,21:00:00,-6.706,99.584,,,,,
10/10/2014,22:00:00,0.19,1.439,1006.45,2.036,,10/10/2014,22:00:00,-7.673,99.591,,,,,
10/10/2014,23:00:00,0.19,1.439,1006.65,2.037,,10/10/2014,23:00:00,-6.706,100,,,,,
10/11/2014,0:00:00,0.19,1.439,1006.65,2.037,,10/11/2014,0:00:00,-6.962,99.167,,,,,
10/11/2014,1:00:00,0.19,1.439,1006.75,2.038,,10/11/2014,1:00:00,-6.962,99.576,,,,,
10/11/2014,2:00:00,0.19,1.439,1006.85,2.037,,10/11/2014,2:00:00,-6.642,99.716,,,,,
10/11/2014,3:00:00,0.19,1.439,1006.85,2.037,,10/11/2014,3:00:00,-6.738,99.324,,,,,
10/11/2014,4:00:00,0.19,1.439,1007.05,2.039,,10/11/2014,4:00:00,-6.93,99.79,,,,,
10/11/2014,5:00:00,0.19,1.439,1007.05,2.035,,10/11/2014,5:00:00,-6.802,99.487,,,,,
10/11/2014,6:00:00,0.19,1.439,1007.25,2.038,,10/11/2014,6:00:00,-6.866,99.695,,,,,
10/11/2014,7:00:00,0.19,1.439,1007.45,2.036,,10/11/2014,7:00:00,-7.058,98.865,,,,,
10/11/2014,8:00:00,0.19,1.548,1007.65,2.041,,10/11/2014,8:00:00,-6.962,99.531,,,,,
10/11/2014,9:00:00,0.163,1.548,1007.95,2.04,,10/11/2014,9:00:00,-6.738,100,,,,,
10/11/2014,10:00:00,0.163,1.548,1008.05,2.037,,10/11/2014,10:00:00,-6.706,99.743,,,,,
10/11/2014,11:00:00,0.163,1.548,1008.15,2.037,,10/11/2014,11:00:00,-6.388,99.746,,,,,
10/11/2014,12:00:00,0.163,1.548,1008.45,2.038,,10/11/2014,12:00:00,-6.357,99.528,,,,,
